Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"de la Vega, N. E.Jimenez",57347249100,Laser ablation of a metallic target under cryogenic conditions,"Robledo-Martinez, A.| Garcia-Villarreal, A.| Sobral, H.| de la Vega, N.E.J.",4.0,6603284634| 57201260666| 6701352252| 57347249100,2021.0,2021-12-01,Applied Physics A: Materials Science and Processing,127,12,-,927,ISSN-09478396,27027.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.74,48,4.2,38,0.444,43,0.34,14.0,1.0,0.06,17.97,73.0,78.0,0.0,0.0,"Robledo-Martinez, A., Garcia-Villarreal, A., Sobral, H. and 1 more (...) (2021).Laser ablation of a metallic target under cryogenic conditions. Applied Physics A: Materials Science and Processing,127(12) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85119417326&origin=resultslist,10.1007/s00339-021-05061-z,Article,,2-s2.0-85119417326,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,6603284634,57347249100,6603284634,-,Mexico,1.0,1600| 2500,General Chemistry| General Materials Science,4| 2,Natural Sciences| Engineering & Technology,433| 409,Materials Science| Chemistry,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5102| 4016| 5104,"Atomic, molecular and optical physics| Materials engineering| Condensed matter physics",-,Tungsten Applications in Fusion and Spectroscopy,791,48.528,Applications of Laser Induced Breakdown Spectroscopy,122,98.982,Very Good,Nacional,2.0
