Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Islas, Anayelly",57220238175,Cholesterol enhances the toxic effect of ethanol and acetaldehyde in primary mouse hepatocytes,"López-Islas, A.| Chagoya-Hazas, V.| Pérez-Aguilar, B.| Palestino-Domínguez, M.| Souza, V.| Miranda, R.U.| Bucio, L.| Gómez-Quiroz, L.E.| Gutiérrez-Ruiz, M.-C.",9.0,57220238175| 16315183400| 56595152200| 55839214600| 55993744400| 36017234400| 55989671200| 56000734700| 7004019071,2016.0,2016-01-01,Oxidative Medicine and Cellular Longevity,2016,-,-,9209825,ISSN-19420900,19700175026.0,Journal,Hindawi Publishing Corporation,English,1.49,12,5.6,28,1.547,10,1.69,43.0,22.0,1.06,12.26,25.0,28.0,0.0,0.0,"López-Islas, A., Chagoya-Hazas, V., Pérez-Aguilar, B. and 6 more (...) (2016).Cholesterol enhances the toxic effect of ethanol and acetaldehyde in primary mouse hepatocytes. Oxidative Medicine and Cellular Longevity,2016",https://www.scopus.com/record/display.url?eid=2-s2.0-84953924423&origin=resultslist,10.1155/2016/9209825,Article,Hybrid gold|Green,2-s2.0-84953924423,26788255,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57220238175,7004019071,7004019071,-,Mexico,1.0,1302| 1303| 1307,Aging| Biochemistry| Cell Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,42| 32,Health Sciences| Biomedical And Clinical Sciences,-,-,SDG 3,Glutathione Transferase and Ethanol Exposure Effects,995,26.684,Ethanol-Induced Oxidative Stress and Liver Injury,6375,66.504,Defensible,Nacional,2.0
