Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Muñoz, Ricardo",57194779397,"Alternative conservation methodologies: Valorization and reuse of built heritage. Case study Exhacienda San Diego del Jaral, Mexico","González-Franco, A.| Muñoz, R.",2.0,57194778288| 57194779397,2017.0,2017-01-01,Ge-Conservacion,1,11,250-256,-,ISSN-19898568,21100207633.0,Journal,Grupo Espanol International Institute for Conservation,English,0.28,78,0.1,58,0.129,36,2.46,35.0,1.0,0.68,1.47,73.0,39.0,0.0,0.0,"González-Franco, A., Muñoz, R. (2017).Alternative conservation methodologies: Valorization and reuse of built heritage. Case study Exhacienda San Diego del Jaral, Mexico. Ge-Conservacion,1(11) 250-256",https://www.scopus.com/record/display.url?eid=2-s2.0-85022027160&origin=resultslist,-,Article,,2-s2.0-85022027160,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60001208| 60010210,Universidad de la Salle Bajío| Universidad Autónoma Metropolitana Unidad Xochimilco,57194778288,57194779397,-,-,Mexico,1.0,1206| 1209| 1213,Conservation| Museology| Visual Arts and Performing Arts,1,Arts & Humanities,136| 126,Performing Arts| History,33,Arts and Humanities,33| 43,"Built Environment And Design| History, Heritage And Archaeology",4301| 4302| 3301,"Archaeology| Heritage, archive and museum studies| Architecture",SDG 8| SDG 11,Linguistic Variations and Pronoun Usage in Spanish,1508,2.093,Cultural Heritage and Linguistic Evolution in Spanish Contexts,29318,19.369,Very Good,UAM,1.0
