Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Acosta, Ocarol",56940707900,Reactive oxygen species from NADPH oxidase and mitochondria participate in the proliferation of aortic smooth muscle cells from a model of metabolic syndrome,"López-Acosta, O.| de los Angeles Fortis-Barrera, M.| Barrios-Maya, M.A.| Ramírez, A.R.| Alarcón Aguilar, F.J.| El-Hafidi, M.",6.0,56940707900| 57195225891| 56940881500| 55996146200| 55989721500| 55575068200,2018.0,2018-01-01,Oxidative Medicine and Cellular Longevity,2018,-,-,5835072,ISSN-19420900,19700175026.0,Journal,Hindawi Limited,English,1.39,15,6.4,22,1.388,11,0.41,12.0,26.0,0.77,14.35,21.0,36.0,0.0,0.0,"López-Acosta, O., de los Angeles Fortis-Barrera, M., Barrios-Maya, M.A. and 3 more (...) (2018).Reactive oxygen species from NADPH oxidase and mitochondria participate in the proliferation of aortic smooth muscle cells from a model of metabolic syndrome. Oxidative Medicine and Cellular Longevity,2018",https://www.scopus.com/record/display.url?eid=2-s2.0-85060386460&origin=resultslist,10.1155/2018/5835072,Article,Hybrid gold|Green,2-s2.0-85060386460,30671170,Universidad Autónoma Metropolitana| Instituto Nacional de Cardiologia Ignacio Chavez,505017| 505008,Government| Academic,2.0,60028381| 60010748,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Cardiologia Ignacio Chavez,56940707900,55575068200,55575068200,-,Mexico,1.0,1302| 1303| 1307,Aging| Biochemistry| Cell Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,32| 42,Biomedical And Clinical Sciences| Health Sciences,-,-,SDG 3,Fluorescent Probes for Reactive Oxygen Species Detection,557,70.831,Apocynin and Diapocynin in Disease Management,90443,60.08,Weak,Nacional,2.0
