Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rubio-Gutiérrez, Itzel Citlalli",57211492051,Synthesis and perspectives of bibliographic information on tapirella bairdii in Mexico,"Méndez, C.A.G.| Rubio-Gutiérrez, I.C.| Guevara-Chumacero, L.M.",3.0,57211492545| 57211492051| 56013529500,2019.0,2019-01-01,Therya,10,3,395-408,-,ISSN-20073364,21100469599.0,Journal,Asociacion Mexicana de Mastozoologia,English,0.48,67,1.1,65,0.296,62,0.89,21.0,0.0,0.0,6.05,82.0,75.0,0.0,0.0,"Méndez, C.A.G., Rubio-Gutiérrez, I.C., Guevara-Chumacero, L.M. (2019).Synthesis and perspectives of bibliographic information on tapirella bairdii in Mexico. Therya,10(3) 395-408",https://www.scopus.com/record/display.url?eid=2-s2.0-85074146701&origin=resultslist,10.12933/therya-19-770,Article,Gold,2-s2.0-85074146701,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57211492545,56013529500,56013529500,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31,Environmental Sciences| Biological Sciences,3109| 4104| 3103,Zoology| Environmental management| Ecology,-,Conservation Strategies for Endangered Species Management,689,51.145,Conservation Strategies for Tapirus Species in Fragmented Habitats,70305,48.15,Very Good,UAM,1.0
