Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soriano, Elmy Grisel Lemus",58175537400,From Prison to Censorship: Devil’s Island Films (1926–1940),"Soriano, E.G.L.",1.0,58175537400,2023.0,2023-01-01,"Historical Journal of Film, Radio and Television",43,4,1050-1072,-,ISSN-01439685,6500153173.0,Journal,Routledge,English,-,-,0.4,41,0.103,72,0.42,5.0,0.0,0.0,1.55,77.0,77.0,0.0,0.0,"Soriano, E.G.L. (2023).From Prison to Censorship: Devil’s Island Films (1926–1940). Historical Journal of Film, Radio and Television,43(4) 1050-1072",https://www.scopus.com/record/display.url?eid=2-s2.0-85152062792&origin=resultslist,10.1080/01439685.2023.2193042,Article,,2-s2.0-85152062792,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,58175537400,58175537400,Mexico,1.0,1202| 1213| 3315,History| Visual Arts and Performing Arts| Communication,1| 3,Arts & Humanities| Social Sciences & Management,136| 311| 126,Performing Arts| Communication & Media Studies| History,33| 40,Arts and Humanities| Social Sciences,43| 36| 47,"History, Heritage And Archaeology| Creative Arts And Writing| Language, Communication And Culture",3605| 4303| 4701,Screen and digital media| Historical studies| Communication and media studies,-,Cultural and Legal Transformations in Russian Society,969,10.857,Cultural Dynamics and Political Structures in the Soviet Union,325,88.422,Other,Personal,1.0
