Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Falcón, Yolanda Torres",8425786600,The constitution of hilbert’s program,"De Castro, M.F.| Falcón, Y.T.",2.0,57694936000| 8425786600,2020.0,2020-04-01,Metatheoria,10,2,31-50,-,ISSN-18532322,21101068185.0,Journal,Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF),Spanish,0,93,-,-,-,-,0.06,1.0,0.0,0.0,5.18,83.0,78.0,0.0,0.0,"De Castro, M.F., Falcón, Y.T. (2020).The constitution of hilbert’s program. Metatheoria,10(2) 31-50",https://www.scopus.com/record/display.url?eid=2-s2.0-85167887779&origin=resultslist,10.48160/18532330me10.209,Article,Gold|Green,2-s2.0-85167887779,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57694936000,8425786600,57694936000,-,Mexico,1.0,1207,History and Philosophy of Science,1,Arts & Humanities,126,History,33,Arts and Humanities,-,-,-,-,-,Mathematics and Philosophy in Historical Contexts,1510,0.916,Foundations of Mathematics and Logic in Gödel's Framework,12380,50.762,Defensible,UAM,1.0
