Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Ana",7404025645,Structure stability of HKUST-1 towards water and ethanol and their effect on its CO2 capture properties,"Álvarez, J.R.| Sánchez-González, E.| Pérez, E.| Schneider-Revueltas, E.| Martínez, A.| Tejeda-Cruz, A.| Islas-Jácome, A.| González-Zamora, E.| Ibarra, I.A.",9.0,56982347300| 24172136000| 57217261574| 57195036346| 7404025645| 6505992035| 48161545400| 55989686000| 55000477500,2017.0,2017-01-01,Dalton Transactions,46,28,9192-9200,-,ISSN-14779226,9500153949.0,Journal,Royal Society of Chemistry,English,0.91,34,7.3,14,1.306,15,1.78,86.0,133.0,3.93,9.67,3.0,5.0,1.0,0.0,"Álvarez, J.R., Sánchez-González, E., Pérez, E. and 6 more (...) (2017).Structure stability of HKUST-1 towards water and ethanol and their effect on its CO2 capture properties. Dalton Transactions,46(28) 9192-9200",https://www.scopus.com/record/display.url?eid=2-s2.0-85024912008&origin=resultslist,10.1039/c7dt01845b,Article,,2-s2.0-85024912008,28678240,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56982347300,55000477500,48161545400,-,Mexico,1.0,1604,Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,SDG 13,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Definitive,Nacional,2.0
"Martínez, Ana",7404025645,Greener synthesis of Cu-MOF-74 and its catalytic use for the generation of vanillin,"Flores, J.G.| Sánchez-González, E.| Gutiérrez-Alejandre, A.| Aguilar-Pliego, J.| Martínez, A.| Jurado-Vázquez, T.| Lima, E.| González-Zamora, E.| Díaz-García, M.| Sánchez-Sánchez, M.| Ibarra, I.A.",11.0,57206442858| 24172136000| 6603164478| 56013754600| 7404025645| 57191247913| 7103348371| 55989686000| 56081239100| 15763667700| 55000477500,2018.0,2018-01-01,Dalton Transactions,47,13,4639-4645,-,ISSN-14779226,9500153949.0,Journal,Royal Society of Chemistry,English,0.91,36,7.3,11,1.12,16,4.67,221.0,94.0,4.15,10.83,4.0,4.0,1.0,0.0,"Flores, J.G., Sánchez-González, E., Gutiérrez-Alejandre, A. and 8 more (...) (2018).Greener synthesis of Cu-MOF-74 and its catalytic use for the generation of vanillin. Dalton Transactions,47(13) 4639-4645",https://www.scopus.com/record/display.url?eid=2-s2.0-85044516732&origin=resultslist,10.1039/c7dt04701k,Article,,2-s2.0-85044516732,29521389,CSIC| CSIC - Institute of Catalysis and Petrochemistry| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,312004| 715433| 505017| 505023,Academic| Government,4.0,60023193| 60032442| 60027613| 60028381| 60021246| 60006754,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México| Unidad de Investigacion en Catalisis| Universidad Autónoma Metropolitana -Unidad Iztapalapa| CSIC - Instituto de Catálisis y Petroleoquímica (ICP)| Consejo Superior de Investigaciones Científicas,57206442858,55000477500,56013754600,-,Mexico| Spain,2.0,1604,Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Very Good,Internacional,2.0
"Martínez, Ana",7404025645,High and energy-efficient reversible SO2 uptake by a robust Sc(III)-based MOF,"Zárate, J.A.| Sánchez-González, E.| Williams, D.R.| González-Zamora, E.| Martis, V.| Martínez, A.| Balmaseda, J.| Maurin, G.| Ibarra, I.A.",9.0,56432561800| 24172136000| 55574201884| 55989686000| 34973230300| 7404025645| 6603286727| 8914339300| 55000477500,2019.0,2019-01-01,Journal of Materials Chemistry A,7,26,15580-15584,-,ISSN-20507488,21100232403.0,Journal,Royal Society of Chemistry,English,1.66,10,17.1,4,3.432,5,1.19,45.0,92.0,2.81,19.21,4.0,8.0,0.0,0.0,"Zárate, J.A., Sánchez-González, E., Williams, D.R. and 6 more (...) (2019).High and energy-efficient reversible SO2 uptake by a robust Sc(III)-based MOF. Journal of Materials Chemistry A,7(26) 15580-15584",https://www.scopus.com/record/display.url?eid=2-s2.0-85068497643&origin=resultslist,10.1039/c9ta02585e,Article,,2-s2.0-85068497643,-,Université de Montpellier| Universidad Autónoma Metropolitana| CNRS| Imperial College London| Universidad Nacional Autónoma de México| École nationale supérieure de chimie de Montpellier,314084| 505017| 314004| 315018| 505023| 314010,Academic| Government,6.0,60032442| 60103239| 60024243| 60108488| 60008134| 60015150| 60028381| 60175955,Universidad Nacional Autónoma de México| Institut Charles Gerhardt Montpellier| École Nationale Supérieure de Chimie de Montpellier| Université de Montpellier| CNRS Centre National de la Recherche Scientifique| Imperial College London| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Surface Measurement Systems Ltd.,56432561800,55000477500,8914339300,-,United Kingdom| Mexico| France,3.0,1600| 2105| 2500,"General Chemistry| Renewable Energy, Sustainability and the Environment| General Materials Science",2| 4,Engineering & Technology| Natural Sciences,409| 221| 433,Chemistry| Engineering - Electrical & Electronic| Materials Science,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,4004| 3403| 4016,Chemical engineering| Macromolecular and materials chemistry| Materials engineering,-,Metal-Organic Frameworks in Environmental Applications,99,98.496,Tailored MOFs for Selective Gas Adsorption,19124,99.42,Very Good,Internacional,2.0
"Martínez, Ana",7404025645,CO2 capture enhancement in InOF-1: Via the bottleneck effect of confined ethanol,"Peralta, R.A.| Campos-Reales-Pineda, A.| Pfeiffer, H.| Álvarez, J.R.| Zárate, J.A.| Balmaseda, J.| González-Zamora, E.| Martínez, A.| Martínez-Otero, D.| Jancik, V.| Ibarra, I.A.",11.0,56879898700| 24281317500| 7103003652| 56982347300| 56432561800| 6603286727| 55989686000| 7404025645| 35318236600| 6603651982| 55000477500,2016.0,2016-01-01,Chemical Communications,52,67,10273-10276,-,ISSN-13597345,22781.0,Journal,Royal Society of Chemistry,English,1.18,21,11.3,2,2.538,3,1.53,58.0,46.0,2.06,10.69,12.0,13.0,0.0,0.0,"Peralta, R.A., Campos-Reales-Pineda, A., Pfeiffer, H. and 8 more (...) (2016).CO2 capture enhancement in InOF-1: Via the bottleneck effect of confined ethanol. Chemical Communications,52(67) 10273-10276",https://www.scopus.com/record/display.url?eid=2-s2.0-84982107405&origin=resultslist,10.1039/c6cc04734c,Article,,2-s2.0-84982107405,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico| Universidad Nacional Autónoma de México,505017| 505051| 505023,Academic,3.0,60032442| 60028381| 60175860,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Centro Conjunto de Investigación en Química Sustentable UAEM-UNAM,56879898700,55000477500,55000477500,-,Mexico,1.0,1503| 1600| 2503| 2504| 2505| 2506| 2508,"Catalysis| General Chemistry| Ceramics and Composites| Electronic, Optical and Magnetic Materials| Materials Chemistry| Metals and Alloys| Surfaces, Coatings and Films",2| 4,Engineering & Technology| Natural Sciences,433| 409| 219| 249,Materials Science| Chemistry| Engineering - Chemical| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,-,-,SDG 13,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Definitive,Nacional,3.0
"Martínez, Ana",7404025645,Citric acid: A promising copper scavenger,"Martínez, A.| Vargas, R.| Galano, A.",3.0,7404025645| 55989742600| 55995932900,2018.0,2018-06-01,Computational and Theoretical Chemistry,1133,-,47-50,-,ISSN-2210271X,21000196008.0,Journal,Elsevier B.V.,English,0.59,59,2.8,45,0.418,53,0.67,30.0,43.0,1.56,11.51,12.0,18.0,0.0,0.0,"Martínez, A., Vargas, R., Galano, A. (2018).Citric acid: A promising copper scavenger. Computational and Theoretical Chemistry,113347-50",https://www.scopus.com/record/display.url?eid=2-s2.0-85046363660&origin=resultslist,10.1016/j.comptc.2018.04.011,Article,,2-s2.0-85046363660,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60005971| 60028381,Universidad Nacional Autónoma de México| Instituto de Investigaciones en Materiales| Universidad Autónoma Metropolitana -Unidad Iztapalapa,7404025645,55995932900,7404025645,-,Mexico,1.0,1303| 1606| 3104,Biochemistry| Physical and Theoretical Chemistry| Condensed Matter Physics,5| 2| 4,Life Sciences & Medicine| Engineering & Technology| Natural Sciences,409| 507| 439| 249,Chemistry| Biological Sciences| Physics & Astronomy| Engineering - Petroleum,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Copper and Iron Proteins in Disease Mechanisms,456,65.86,Copper Homeostasis and Its Biological Significance,9661,94.928,Defensible,Nacional,2.0
"Martínez, Ana",7404025645,Confinement of alcohols to enhance CO2 capture in MIL-53(Al),"González-Martínez, G.A.| Zárate, J.A.| Martínez, A.| Sánchez-González, E.| Álvarez, J.R.| Lima, E.| González-Zamora, E.| Ibarra, I.A.",8.0,60121603200| 56432561800| 7404025645| 24172136000| 56982347300| 7103348371| 55989686000| 55000477500,2017.0,2017-01-01,RSC Advances,7,40,24833-24840,-,ISSN-20462069,21100199840.0,Journal,Royal Society of Chemistry,English,0.74,46,5.5,12,0.863,17,1.03,55.0,27.0,1.15,12.2,21.0,26.0,0.0,0.0,"González-Martínez, G.A., Zárate, J.A., Martínez, A. and 5 more (...) (2017).Confinement of alcohols to enhance CO2 capture in MIL-53(Al). RSC Advances,7(40) 24833-24840",https://www.scopus.com/record/display.url?eid=2-s2.0-85021725187&origin=resultslist,10.1039/c7ra03608f,Article,Gold,2-s2.0-85021725187,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,60121603200,55000477500,60121603200,-,Mexico,1.0,1500| 1600,General Chemical Engineering| General Chemistry,4| 2,Natural Sciences| Engineering & Technology,219| 409,Engineering - Chemical| Chemistry,36| 37,Engineering| Physical Sciences,34,Chemical Sciences,-,-,SDG 13,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Definitive,Nacional,2.0
"Martínez, Ana",7404025645,Confinement of H2O and EtOH to enhance CO2 capture in MIL-53(Al)-TDC,"González-Martí, G.A.| Jurado-Vázquez, T.| Solís-Ibarra, D.| Vargas, B.| Sánchez-González, E.| Martínez, A.| Vargas, R.| González-Zamora, E.| Ibarra, I.A.",9.0,57203005466| 57191247913| 35099497400| 57194947554| 24172136000| 7404025645| 55989742600| 55989686000| 55000477500,2018.0,2018-01-01,Dalton Transactions,47,28,9459-9465,-,ISSN-14779226,9500153949.0,Journal,Royal Society of Chemistry,English,0.91,36,7.3,11,1.12,16,1.7,62.0,27.0,1.11,10.83,20.0,26.0,0.0,0.0,"González-Martí, G.A., Jurado-Vázquez, T., Solís-Ibarra, D. and 6 more (...) (2018).Confinement of H2O and EtOH to enhance CO2 capture in MIL-53(Al)-TDC. Dalton Transactions,47(28) 9459-9465",https://www.scopus.com/record/display.url?eid=2-s2.0-85050215029&origin=resultslist,10.1039/c8dt01369a,Article,,2-s2.0-85050215029,29956710,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57203005466,55000477500,35099497400,-,Mexico,1.0,1604,Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,SDG 13,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Definitive,Nacional,2.0
"Martínez, Ana",7404025645,Fluorometric detection of iodine by MIL-53(Al)-TDC,"Díaz-Ramírez, M.L.| Vargas, B.| Raziel Álvarez, J.| Landeros-Rivera, B.| Rivera-Almazo, M.| Ramos, C.| Gabriel Flores, J.| Morales, E.| Vargas, R.| Garza, J.| González-Zamora, E.| Martínez, A.| Solís-Ibarra, D.| Ibarra, I.A.",14.0,57209578929| 57194947554| 57216958934| 57192995930| 57200856573| 57216959549| 57195242626| 57216957849| 55989742600| 57204698538| 55989686000| 7404025645| 35099497400| 55000477500,2020.0,2020-05-28,Dalton Transactions,49,20,6572-6577,-,ISSN-14779226,9500153949.0,Journal,Royal Society of Chemistry,English,0.86,41,6.7,14,0.98,16,1.77,44.0,25.0,1.49,11.42,20.0,18.0,0.0,0.0,"Díaz-Ramírez, M.L., Vargas, B., Raziel Álvarez, J. and 11 more (...) (2020).Fluorometric detection of iodine by MIL-53(Al)-TDC. Dalton Transactions,49(20) 6572-6577",https://www.scopus.com/record/display.url?eid=2-s2.0-85085535577&origin=resultslist,10.1039/d0dt00945h,Article,,2-s2.0-85085535577,32338666,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57209578929,55000477500,7404025645,-,Mexico,1.0,1604,Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Metal-Organic Frameworks in Environmental Applications,99,98.496,Iodine Adsorption Materials for Radioactive Waste Management,20195,97.276,Defensible,Nacional,2.0
"Martínez, Ana",7404025645,New information of dopaminergic agents based on quantum chemistry calculations,"Goode-Romero, G.| Winnberg, U.| Domínguez, L.| Ibarra, I.A.| Vargas, R.| Winnberg, E.| Martínez, A.",7.0,57220586877| 57201481754| 57190401060| 55000477500| 55989742600| 36496227200| 7404025645,2020.0,2020-12-01,Scientific Reports,10,1,-,21581,ISSN-20452322,21100200805.0,Journal,Nature Research,English,1.39,16,7.1,7,1.24,8,0.96,31.0,24.0,0.43,23.0,20.0,50.0,0.0,0.0,"Goode-Romero, G., Winnberg, U., Domínguez, L. and 4 more (...) (2020).New information of dopaminergic agents based on quantum chemistry calculations. Scientific Reports,10(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85097378500&origin=resultslist,10.1038/s41598-020-78446-4,Article,Gold|Green,2-s2.0-85097378500,33299000,Universidad Autónoma Metropolitana| Mexico Autonomous Institute of Technology| Universidad Nacional Autónoma de México,505017| 703438| 505023,Academic,3.0,60032442| 60030473| 60028381| 112578411,Universidad Nacional Autónoma de México| ITAM - Instituto Tecnológico Autónomo de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Ersta Sköndal Bräcke University College,57220586877,7404025645,57220586877| 7404025645,-,Mexico| Sweden,2.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Cognitive and Physical Health in Schizophrenia,35,77.763,Understanding Schizophrenia throughFirst Rank Symptoms,59350,30.108,Defensible,Internacional,3.0
"Martínez, Ana",7404025645,A quantum chemical approach representing a new perspective concerning agonist and antagonist drugs in the context of schizophrenia and Parkinson’s disease,"Martínez, A.| Ibarra, I.A.| Vargas, R.",3.0,7404025645| 55000477500| 55989742600,2019.0,2019-12-01,PLoS ONE,14,12,-,e0224691,ISSN-19326203,10600153309.0,Journal,Public Library of Science,English,1.2,21,5.2,9,1.023,7,0.66,19.0,21.0,0.46,19.65,24.0,49.0,0.0,0.0,"Martínez, A., Ibarra, I.A., Vargas, R. (2019).A quantum chemical approach representing a new perspective concerning agonist and antagonist drugs in the context of schizophrenia and Parkinson’s disease. PLoS ONE,14(12) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85076406933&origin=resultslist,10.1371/journal.pone.0224691,Article,Gold|Green,2-s2.0-85076406933,31830046,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60005971| 60032442| 60028381,Instituto de Investigaciones en Materiales| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,7404025645,55989742600,7404025645,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Cognitive and Physical Health in Schizophrenia,35,77.763,Understanding Schizophrenia throughFirst Rank Symptoms,59350,30.108,Defensible,Nacional,2.0
