Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cabrera-Cano, Alfredo",57221124176,Hypoxia as a modulator of cytochromes P450: Overexpression of the cytochromes CYP2S1 and CYP24A1 in human liver cancer cells in hypoxia,"Cabrera-Cano, A.| Dávila-Borja, V.M.| Juárez-Méndez, S.| Marcial-Quino, J.| Gómez-Manzo, S.| Castillo-Rodríguez, R.A.",6.0,57221124176| 56206494800| 14525072600| 55882700700| 56002695900| 57190659636,2021.0,2021-06-01,Cell Biochemistry and Function,39,4,478-487,-,ISSN-02636484,16940.0,Journal,John Wiley and Sons Ltd,English,0.76,46,5.4,46,0.707,35,1.47,27.0,18.0,1.13,12.38,23.0,25.0,0.0,0.0,"Cabrera-Cano, A., Dávila-Borja, V.M., Juárez-Méndez, S. and 3 more (...) (2021).Hypoxia as a modulator of cytochromes P450: Overexpression of the cytochromes CYP2S1 and CYP24A1 in human liver cancer cells in hypoxia. Cell Biochemistry and Function,39(4) 478-487",https://www.scopus.com/record/display.url?eid=2-s2.0-85098245662&origin=resultslist,10.1002/cbf.3612,Article,,2-s2.0-85098245662,33377261,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,704696| 505017| 505041,Government| Academic,3.0,60014923| 60004914| 60027998,"Universidad Autónoma Metropolitana| Instituto Nacional de Pediatría| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",57221124176,57190659636,57190659636,-,Mexico,1.0,1303| 1307| 1308,Biochemistry| Cell Biology| Clinical Biochemistry,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3101,Biochemistry and cell biology,SDG 3,Hypoxia and Tumor Metabolism in Cancer Progression,834,53.695,Hypoxia Inducible Factor 1alpha in Cancer Progression,155,98.617,Defensible,Nacional,3.0
