Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Méndez, Diego",58595194000,A Reconstruction of Food Regime Theory. Part I,"Méndez, D.",1.0,58595194000,2022.0,2022-04-30,Metatheoria,12,2,25-41,-,ISSN-18532322,21101068185.0,Journal,Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF),Spanish,0.53,62,-,-,0.106,89,0.0,0.0,1.0,0.16,6.12,70.0,71.0,0.0,0.0,"Méndez, D. (2022).A Reconstruction of Food Regime Theory. Part I. Metatheoria,12(2) 25-41",https://www.scopus.com/record/display.url?eid=2-s2.0-85205866924&origin=resultslist,10.48160/18532330me12.346,Article,Gold,2-s2.0-85205866924,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60014923,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana,-,-,58595194000,58595194000,Mexico,1.0,1207,History and Philosophy of Science,1,Arts & Humanities,126,History,33,Arts and Humanities,-,-,-,-,-,Sustainable Food Systems and Waste Reduction Strategies,1033,86.396,Food Sovereignty and Global Agricultural Movements,5674,89.986,Definitive,Personal,1.0
"Méndez, Diego",58595194000,A Reconstruction of Food Regime Theory. Part II,"Méndez, D.",1.0,58595194000,2022.0,2022-10-01,Metatheoria,13,1,21-55,-,ISSN-18532322,21101068185.0,Journal,Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF),Spanish,0.53,62,-,-,0.106,89,0.0,0.0,0.0,0.0,6.12,81.0,80.0,0.0,0.0,"Méndez, D. (2022).A Reconstruction of Food Regime Theory. Part II. Metatheoria,13(1) 21-55",https://www.scopus.com/record/display.url?eid=2-s2.0-85216943270&origin=resultslist,10.48160/18532330ME13.350,Article,Gold,2-s2.0-85216943270,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60014923,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana,-,-,58595194000,58595194000,Mexico,1.0,1207,History and Philosophy of Science,1,Arts & Humanities,126,History,33,Arts and Humanities,-,-,-,-,-,Sustainable Food Systems and Waste Reduction Strategies,1033,86.396,Food Sovereignty and Global Agricultural Movements,5674,89.986,Definitive,Personal,1.0
