Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Otero-López, M.",57203522076,"Elucidating Kinetic, Adsorption and Partitioning Phenomena from a Single Well Tracer Method: Laboratory and Bench Scale Studies","Otero-López, M.| González-Brambila, M.| Dutta, A.| Castillo-Araiza, C.O.",4.0,57203522076| 56013877200| 57203557162| 23007559200,2016.0,2016-12-01,International Journal of Chemical Reactor Engineering,14,6,1149-1168,-,ISSN-15426580,130033.0,Journal,Walter de Gruyter GmbH,English,0.36,72,1.1,60,0.251,56,0.76,28.0,8.0,0.43,9.26,46.0,49.0,0.0,0.0,"Otero-López, M., González-Brambila, M., Dutta, A. and 1 more (...) (2016).Elucidating Kinetic, Adsorption and Partitioning Phenomena from a Single Well Tracer Method: Laboratory and Bench Scale Studies. International Journal of Chemical Reactor Engineering,14(6) 1149-1168",https://www.scopus.com/record/display.url?eid=2-s2.0-84999116025&origin=resultslist,10.1515/ijcre-2016-0043,Article,,2-s2.0-84999116025,-,Universidad Autónoma Metropolitana| KU Leuven,505017| 303008,Academic,2.0,60028381| 60023193| 60025063,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco| KU Leuven,57203522076,23007559200,23007559200,-,Belgium| Mexico,2.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4004,Chemical engineering,-,Oil Recovery and Carbon Storage,202,87.377,Tracer Technologies for Enhanced Oil Recovery,34605,59.335,Defensible,Internacional,1.0
