Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Neubauer, Adrián",57353779300,"The right to education of refugee and asylum seekers minors since the aproach based in human rights: Difficulties, purpose and educational intervention","Esteban, A.N.",1.0,57353779300,2020.0,2020-06-01,Revista Espanola de Educacion Comparada,-,35,70-91,-,ISSN-11378654,21100935002.0,Journal,Univ Nacional de Educacion a Distancia (UNED),Spanish,0.2,82,0.1,92,0.108,96,5.65,101.0,12.0,2.66,3.76,36.0,8.0,0.0,0.0,"Esteban, A.N. (2020).The right to education of refugee and asylum seekers minors since the aproach based in human rights: Difficulties, purpose and educational intervention. Revista Espanola de Educacion Comparada,(35) 70-91",https://www.scopus.com/record/display.url?eid=2-s2.0-85086586419&origin=resultslist,10.5944/REEC.35.2020.24342,Article,Gold|Green,2-s2.0-85086586419,-,Universidad Autónoma Metropolitana| Universidad Autónoma de Madrid,505017| 312010,Academic,2.0,60014923| 60026796,Universidad Autónoma Metropolitana| Universidad Autónoma de Madrid,-,-,57353779300,57353779300,Mexico| Spain,2.0,1211| 3304,Philosophy| Education,1| 3,Arts & Humanities| Social Sciences & Management,318| 138,Education & Training| Philosophy,33| 41,Arts and Humanities| Education Studies,39| 47,"Education| Language, Communication And Culture",3903| 4703| 3902,"Education systems| Language studies| Education policy, sociology and philosophy",SDG 4| SDG 10| SDG 16,Mental Health Challenges Among Refugees and Asylum Seekers,1226,50.621,Mental Health Challenges for Refugee Adolescents,3261,96.543,Defensible,Personal,1.0
