Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Manuel, Medina Mendoza",57772367700,"Synthesis, characterization and photocatalytic evaluation of nanocrystalline ferrites of alkaline earth metals: MFe2O4 (M: Mg, Ca, Ba) synthesized by the malate-nitrate method","Manuel, M.-M.| Deyanira, A.-B.| Virginia, C.-M.| Jorge A, G.M.",4.0,57772367700| 15049353600| 57772385400| 57772321000,2022.0,2022-03-01,Journal of Photochemistry and Photobiology,9,-,-,100091,ISSN-26664690,21101094481.0,Journal,Elsevier B.V.,English,0.69,50,2.2,77,0.386,61,0.75,17.0,13.0,0.78,15.37,24.0,36.0,0.0,0.0,"Manuel, M.-M., Deyanira, A.-B., Virginia, C.-M. and 1 more (...) (2022).Synthesis, characterization and photocatalytic evaluation of nanocrystalline ferrites of alkaline earth metals: MFe2O4 (M: Mg, Ca, Ba) synthesized by the malate-nitrate method. Journal of Photochemistry and Photobiology,9",https://www.scopus.com/record/display.url?eid=2-s2.0-85133148220&origin=resultslist,10.1016/j.jpap.2021.100091,Article,Gold|Green,2-s2.0-85133148220,-,Universidad Autónoma Metropolitana| Centro de Investigacion en Materiales Avanzados| Universidad Nacional Autónoma de México,505017| 505029| 505023,Academic| Government,3.0,60023193| 60014923| 60015132| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Centro de Investigacion en Materiales Avanzados| Universidad Nacional Autónoma de México,57772367700,57772321000,15049353600,-,Mexico,1.0,1603,Electrochemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,-,-,-,-,-,Magnetic Properties and Synthesis of Ferrite Nanoparticles,1135,55.853,Magnesium Ferrite Nanoparticles in Photocatalytic Applications,61841,81.662,Defensible,Nacional,3.0
