Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soria Guzmán, Irene",57983330400,"Feminismo y Tecnología: Software Libre y Cultura Hacker Como Medio Para la Apropiación Tecnológica, Una Propuesta Hackfeminista","Soria Guzmán, I.",1.0,57983330400,2021.0,2021-06-01,Digital Scholarship in the Humanities,36,-,I89-I100,-,ISSN-20557671,21100465194.0,Journal,Oxford University Press,Spanish,1.85,8,2.2,15,0.422,20,0.85,17.0,0.0,0.0,6.62,82.0,79.0,0.0,0.0,"Soria Guzmán, I. (2021).Feminismo y Tecnología: Software Libre y Cultura Hacker Como Medio Para la Apropiación Tecnológica, Una Propuesta Hackfeminista. Digital Scholarship in the Humanities,36I89-I100",https://www.scopus.com/record/display.url?eid=2-s2.0-85142701380&origin=resultslist,10.1093/llc/fqaa040,Article,Hybrid gold,2-s2.0-85142701380,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60024107,Universidad Autónoma Metropolitana| Universidad del Claustro de Sor Juana,-,-,57983330400,57983330400,Mexico,1.0,1203| 1706| 1710| 3310,Language and Linguistics| Computer Science Applications| Information Systems| Linguistics and Language,1| 2,Arts & Humanities| Engineering & Technology,130| 212| 213,Linguistics| Computer Science & Information Systems| Data Science,38| 33,Computer Science| Arts and Humanities,46| 47,"Information And Computing Sciences| Language, Communication And Culture",4703| 4704| 4605,Language studies| Linguistics| Data management and data science,-,Climate Variability and Tropical Cyclone Dynamics,14,91.956,Integrating Knowledge for Climate Decision Making,4138,96.384,Very Good,Personal,1.0
