Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Franco, Lucero Maya",57995710200,Monkeypox and its broad clinical spectrum in immunocompromised patients: Two case reports,"Martínez, C.A.P.| Flores, G.A.S.| Santamaría, F.P.| Franco, L.M.| Cano, F.F.| Fierro, L.A.G.| Cárdenas, C.D.S.| Magaña, A.C.H.",8.0,15042444900| 57995710100| 57215221156| 57995710200| 7006198864| 57982901200| 57200207482| 57995710300,2023.0,2023-01-01,IDCases,31,-,-,e01651,ISSN-22142509,21100286921.0,Journal,Elsevier Ltd,English,0.5,63,2.6,62,0.32,68,0.28,4.0,6.0,0.75,7.95,34.0,37.0,0.0,0.0,"Martínez, C.A.P., Flores, G.A.S., Santamaría, F.P. and 5 more (...) (2023).Monkeypox and its broad clinical spectrum in immunocompromised patients: Two case reports. IDCases,31",https://www.scopus.com/record/display.url?eid=2-s2.0-85143544128&origin=resultslist,10.1016/j.idcr.2022.e01651,Article,Gold|Green,2-s2.0-85143544128,-,Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social,505017| 505006,Academic| Government,2.0,128951500| 60008467| 60010210| 60022848| 60095178,General Hospital “Ajusco Medio”. Secretary of Health of Mexico City| Instituto Mexicano del Seguro Social| Universidad Autónoma Metropolitana Unidad Xochimilco| UMAE Hospital de Pediatría Centro Medico Nacional Siglo XXI| Hospital General Darío Fernández Fierro,15042444900,57995710300,15042444900,-,Mexico,1.0,2725,Infectious Diseases,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3202,Clinical sciences,SDG 3,Vaccination Strategies Against Emerging Viral Threats,1199,73.447,Monkeypox Virus Dynamics and Public Health Response,12810,99.856,Definitive,Nacional,2.0
