Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Jesús, Ferrara Guerrero María",57041008500,Dehydrogenase and mycorrhizal colonization: Tools for monitoring agrosystem soil quality,"Mariela, F.-P.| Pável, M.E.I.| Manuel, S.R.L.| Jesús, F.G.M.| Reyes, L.-O.",5.0,16028311400| 57040726000| 57040860400| 57041008500| 57040686900,2016.0,2016-04-01,Applied Soil Ecology,100,-,144-153,-,ISSN-09291393,96119.0,Journal,Elsevier,English,1.41,13,4.6,15,1.015,15,3.46,79.0,20.0,1.25,7.19,27.0,23.0,0.0,0.0,"Mariela, F.-P., Pável, M.E.I., Manuel, S.R.L. and 2 more (...) (2016).Dehydrogenase and mycorrhizal colonization: Tools for monitoring agrosystem soil quality. Applied Soil Ecology,100144-153",https://www.scopus.com/record/display.url?eid=2-s2.0-84953439289&origin=resultslist,10.1016/j.apsoil.2015.12.011,Article,,2-s2.0-84953439289,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,16028311400,57040686900,16028311400,-,Mexico,1.0,1101| 1111| 2303,Agricultural and Biological Sciences (miscellaneous)| Soil Science| Ecology,5| 4,Life Sciences & Medicine| Natural Sciences,424| 502,Environmental Sciences| Agriculture & Forestry,37| 32,Physical Sciences| Life Sciences,31| 41| 30,"Biological Sciences| Environmental Sciences| Agricultural, Veterinary And Food Sciences",-,-,SDG 2,Arsenic Contamination in Soil and Water Systems,225,93.787,Arbuscular Mycorrhiza and Heavy Metal Management,17033,95.636,Weak,UAM,1.0
