Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Luna-Urban, C.",57186582800,"Effect of ph, temperature and protein and carbohydrates source in protease production by Yarrowia lipolytica in solid culture","López-Flores, A.R.| Luna-Urban, C.| Buenrostro-Figueroa, J.J.| Hernández-Martínez, R.| Huerta-Ochoa, S.| Escalona-Buendía, H.| Aguilar-González, C.N.| Prado-Barragán, L.A.",8.0,57186617100| 57186582800| 56303429300| 59797481700| 12144465900| 57194437346| 7102461199| 6508060194,2016.0,2016-01-01,Revista Mexicana de Ingeniera Quimica,15,1,57-67,-,ISSN-16652738,19900192431.0,Journal,Universidad Autonoma Metropolitana Iztapalapa,English,0.64,52,1.3,54,0.296,49,1.61,60.0,12.0,0.32,9.26,38.0,55.0,0.0,0.0,"López-Flores, A.R., Luna-Urban, C., Buenrostro-Figueroa, J.J. and 5 more (...) (2016).Effect of ph, temperature and protein and carbohydrates source in protease production by Yarrowia lipolytica in solid culture. Revista Mexicana de Ingeniera Quimica,15(1) 57-67",https://www.scopus.com/record/display.url?eid=2-s2.0-84961255879&origin=resultslist,-,Article,,2-s2.0-84961255879,-,Universidad Autonoma de Coahuila| Universidad Autónoma Metropolitana,704861| 505017,Academic,2.0,60028381| 116461771| 60019561,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Tecnológico Superior de Tierra Blanca| Universidad Autónoma de Coahuila,57186617100,6508060194,6508060194,-,Mexico| Venezuela,2.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40| 31| 30,"Engineering| Biological Sciences| Agricultural, Veterinary And Food Sciences",3006| 4004| 3106,Food sciences| Chemical engineering| Industrial biotechnology,-,Bacillus Proteins and Enzymatic Applications in Biology,973,41.269,Alkaline Proteases in Diverse Industrial Applications,4871,94.076,Definitive,Internacional,2.0
