Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Rojas, Fernando José De Jesús",57190379310,A New 3-D Environment Tool for Electric Circuits Simulator,"Ramírez-Rojas, F.J.D.J.| Aviles-Cruz, C.",2.0,57190379310| 7801356468,2016.0,2016-06-01,Canadian Journal of Electrical and Computer Engineering,39,3,210-218,7517420,ISSN-08408688,26200.0,Journal,IEEE Canada,English,0.75,44,1.7,48,0.249,56,0.2,11.0,1.0,0.0,8.98,73.0,71.0,0.0,0.0,"Ramírez-Rojas, F.J.D.J., Aviles-Cruz, C. (2016).A New 3-D Environment Tool for Electric Circuits Simulator. Canadian Journal of Electrical and Computer Engineering,39(3) 210-218",https://www.scopus.com/record/display.url?eid=2-s2.0-84979517788&origin=resultslist,10.1109/CJECE.2016.2573277,Article,,2-s2.0-84979517788,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,57190379310,7801356468,-,-,Mexico,1.0,1708| 2208,Hardware and Architecture| Electrical and Electronic Engineering,2,Engineering & Technology,212| 221| 249,Computer Science & Information Systems| Engineering - Electrical & Electronic| Engineering - Petroleum,36| 38,Engineering| Computer Science,40| 46,Engineering| Information And Computing Sciences,-,-,-,Innovative Circuit Designs for Enhanced Signal Processing,222,39.765,Innovative Approaches in Circuit Theory and Analysis,29866,42.963,Defensible,UAM,1.0
