Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Florian-Soto, Circe",57112491600,Bumetanide increases manganese accumulation in the brain of rats with liver damage,"Montes, S.| Castro-Chávez, A.| Florian-Soto, C.| Heras-Romero, Y.| Ríos, C.| Rivera-Mancía, S.",6.0,7003956100| 57112755200| 57112491600| 55567562600| 7101933223| 26428955500,2016.0,2016-03-05,European Journal of Pharmacology,774,-,127-134,-,ISSN-00142999,21333.0,Journal,Elsevier B.V.,English,0.94,32,5.3,28,1.09,26,0.72,19.0,1.0,0.0,7.79,73.0,71.0,0.0,0.0,"Montes, S., Castro-Chávez, A., Florian-Soto, C. and 3 more (...) (2016).Bumetanide increases manganese accumulation in the brain of rats with liver damage. European Journal of Pharmacology,774127-134",https://www.scopus.com/record/display.url?eid=2-s2.0-84958903157&origin=resultslist,10.1016/j.ejphar.2016.02.012,Article,,2-s2.0-84958903157,26851372,Universidad Autónoma Metropolitana| Instituto Nacional de Neurologia y Neurocirugia| Instituto Nacional de Cardiologia Ignacio Chavez| Universidad Nacional Autónoma de México,505017| 505040| 505008| 505023,Government| Academic,4.0,60000029| 60010210| 60032442| 60010748,Instituto Nacional de Neurología y Neurocirugía| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Instituto Nacional de Cardiologia Ignacio Chavez,7003956100,26428955500,26428955500,-,Mexico,1.0,3004,Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Complement System and Hereditary Angioedema Insights,732,34.14,Neuroprotective Mechanisms in Hepatic Encephalopathy,13148,84.08,Defensible,Nacional,4.0
