Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cebollón-Juárez, Alejandra",57483584300,Mango peel flour and potato peel flour as bioactive ingredients in the formulation of functional yogurt,"Pérez-Chabela, M.L.| Cebollón-Juárez, A.| Bosquez-Molina, E.| Totosaus, A.",4.0,55993683800| 57483584300| 6507439295| 55920259000,2022.0,2022-01-01,Food Science and Technology (Brazil),42,-,-,e38220,ISSN-1678457X,4500151502.0,Journal,"Sociedade Brasileira de Ciencia e Tecnologia de Alimentos, SBCTA",English,1.33,17,3,50,0.435,43,2.84,70.0,40.0,2.6,13.84,6.0,9.0,0.0,0.0,"Pérez-Chabela, M.L., Cebollón-Juárez, A., Bosquez-Molina, E. and 1 more (...) (2022).Mango peel flour and potato peel flour as bioactive ingredients in the formulation of functional yogurt. Food Science and Technology (Brazil),42",https://www.scopus.com/record/display.url?eid=2-s2.0-85126145447&origin=resultslist,10.1590/fst.38220,Article,Hybrid gold|Green,2-s2.0-85126145447,-,"Tecnológico Nacional de México, Mexico City| Universidad Autónoma Metropolitana",719128| 505017,Academic,2.0,60028381| 60134870,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Tecnológico Nacional de México,55993683800,55920259000,55993683800,-,Mexico,1.0,1106| 1305,Food Science| Biotechnology,5,Life Sciences & Medicine,507| 502,Biological Sciences| Agriculture & Forestry,32,Life Sciences,40| 30,"Engineering| Agricultural, Veterinary And Food Sciences",3006| 4004,Food sciences| Chemical engineering,-,Probiotics and Their Impact on Health,525,88.031,Yogurt Innovations in Fermentation and Probiotics,1188,98.508,Very Good,Nacional,2.0
