Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mújica, Eréndira Mejía",58045201000,Co-responsability for the restauration: a case study of Mexico's cultural heritage after the 2017 earthquake,"Mújica, E.M.| Riquelme, A.P.G.",2.0,58045201000| 57471805900,2022.0,2022-01-01,AUS,-,32,67-77,-,ISSN-0718204X,21100218527.0,Journal,Universidad Austral de Chile,English| Spanish,0.31,78,0.4,65,0.168,53,2.35,75.0,1.0,0.11,8.95,70.0,75.0,0.0,0.0,"Mújica, E.M., Riquelme, A.P.G. (2022).Co-responsability for the restauration: a case study of Mexico's cultural heritage after the 2017 earthquake. AUS,(32) 67-77",https://www.scopus.com/record/display.url?eid=2-s2.0-85145852080&origin=resultslist,10.4206/aus.2022.n32-09,Article,Gold,2-s2.0-85145852080,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58045201000,57471805900,58045201000,-,Mexico,1.0,2216| 3322,Architecture| Urban Studies,1| 3,Arts & Humanities| Social Sciences & Management,106,Architecture,40| 33,Social Sciences| Arts and Humanities,33| 44,Built Environment And Design| Human Society,4401| 3304| 3301,Anthropology| Urban and regional planning| Architecture,SDG 11,Cultural Landscapes and Political Dynamics in Mesoamerica,1468,4.317,Cultural Interactions in Colonial Mexico's Indigenous History,1381,67.997,Defensible,Nacional,2.0
