Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cirilo-Cruz, Josué",57191408639,EEG signal implementation of movement intention for the teleoperation of the mobile differential robot,"Villegas-Cortez, J.| Avilés-Cruz, C.| Cirilo-Cruz, J.| Zuñiga-López, A.",4.0,56013564900| 7801356468| 57191408639| 56487864500,2017.0,2017-01-01,Studies in Computational Intelligence,663,-,333-355,-,ISSN-1860949X,4900152708.0,Book Series,Springer Verlag,English,0.44,68,1.5,66,0.184,77,0.99,42.0,0.0,0.0,13.76,82.0,72.0,0.0,0.0,"Villegas-Cortez, J., Avilés-Cruz, C., Cirilo-Cruz, J. and 1 more (...) (2017).EEG signal implementation of movement intention for the teleoperation of the mobile differential robot. Studies in Computational Intelligence,663333-355",https://www.scopus.com/record/display.url?eid=2-s2.0-84989895234&origin=resultslist,10.1007/978-3-319-44003-3_13,Article,,2-s2.0-84989895234,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60014923,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana,56013564900,56487864500,56013564900,-,Mexico,1.0,1702,Artificial Intelligence,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46| 40,Information And Computing Sciences| Engineering,4007| 4611| 4602,"Control engineering, mechatronics and robotics| Machine learning| Artificial intelligence",-,Brain-Computer Interface Technologies,476,90.255,Brain-Computer Interface Applications in Gaming and Control,51611,59.883,Definitive,UAM,1.0
