Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zamora, Jimena",57235754800,Chronic stress detrimentally affects in vivo maturation in rat oocytes and oocyte viability at all phases of the estrous cycle,"Casillas, F.| Betancourt, M.| Juárez-Rojas, L.| Ducolomb, Y.| López, A.| Ávila-Quintero, A.| Zamora, J.| Ommati, M.M.| Retana-Márquez, S.",9.0,56344304000| 7006573702| 56453552800| 6506225074| 57204778976| 57218534501| 57235754800| 55696276900| 55989788400,2021.0,2021-09-01,Animals,11,9,-,2478,ISSN-20762615,21100244850.0,Journal,MDPI AG,English,1.12,26,2.7,24,0.61,15,0.83,15.0,8.0,0.85,5.9,41.0,33.0,0.0,0.0,"Casillas, F., Betancourt, M., Juárez-Rojas, L. and 6 more (...) (2021).Chronic stress detrimentally affects in vivo maturation in rat oocytes and oocyte viability at all phases of the estrous cycle. Animals,11(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85113798585&origin=resultslist,10.3390/ani11092478,Article,Gold|Green,2-s2.0-85113798585,-,Universidad Autónoma Metropolitana| Shanxi Agricultural University,505017| 704002,Academic,2.0,60014923| 60087832,Universidad Autónoma Metropolitana| Shanxi Agricultural University,56344304000,55989788400,55989788400,-,China| Mexico,2.0,1103| 3400,Animal Science and Zoology| General Veterinary,5,Life Sciences & Medicine,546| 502,Veterinary Science| Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3003| 3109| 3009,Animal production| Zoology| Veterinary sciences,-,Interplay of Leptin and Ghrelin in Energy Regulation,414,39.634,Neuropeptide Regulation of Reproductive Hormones,17267,76.722,Defensible,Internacional,1.0
