Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Peñaloza, Juan Diego Aldama",57193132130,Sociolinguistic variation in the use of a new discourse marker: Ahora sí que in Mexican Spanish,"Peñaloza, J.D.A.| Alamillo, A.R.",2.0,57193132130| 35301785000,2016.0,2016-01-01,Boletin de Filologia,51,2,15-47,-,ISSN-00679674,5800219327.0,Journal,University of Chile,Spanish,0.91,34,-,-,-,-,0.14,11.0,2.0,0.0,1.45,67.0,71.0,0.0,0.0,"Peñaloza, J.D.A., Alamillo, A.R. (2016).Sociolinguistic variation in the use of a new discourse marker: Ahora sí que in Mexican Spanish. Boletin de Filologia,51(2) 15-47",https://www.scopus.com/record/display.url?eid=2-s2.0-85011088609&origin=resultslist,10.4067/s0718-93032016000200002,Article,Gold|Green,2-s2.0-85011088609,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57193132130,35301785000,57193132130,-,Mexico,1.0,1202| 1203| 1208| 3310,History| Language and Linguistics| Literature and Literary Theory| Linguistics and Language,1,Arts & Humanities,123| 130| 126,English Language & Literature| Linguistics| History,33,Arts and Humanities,47| 45| 44,"Language, Communication And Culture| Indigenous Studies| Human Society",4703| 4519| 4401,"Language studies| Other Indigenous data, methodologies and global Indigenous studies| Anthropology",-,Linguistic Variations and Pronoun Usage in Spanish,1508,2.093,Discourse Markers and Their Functions in Spanish,4793,65.97,Very Good,UAM,1.0
