Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rodriguez, Jonathan Arturo Reyes",57193772987,Prevalence of pressure ulcers in a third level hospital in Mexico City,"Arenas, J.E.B.| Del Carmen Pedraza Castaneda, M.| Jimenez, G.P.| Jimenez, P.H.| Rodriguez, J.A.R.| Zarate, M.P.P.",6.0,57193778184| 57193778107| 57205961146| 57193768408| 57193772987| 57193773687,2016.0,2016-01-01,Gerokomos,27,4,176-181,-,ISSN-1134928X,600147001.0,Journal,Spanish Publishers Associate,Spanish,0.56,58,0.4,90,0.217,77,1.64,45.0,8.0,0.45,4.49,46.0,48.0,0.0,0.0,"Arenas, J.E.B., Del Carmen Pedraza Castaneda, M., Jimenez, G.P. and 3 more (...) (2016).Prevalence of pressure ulcers in a third level hospital in Mexico City. Gerokomos,27(4) 176-181",https://www.scopus.com/record/display.url?eid=2-s2.0-85016520114&origin=resultslist,-,Article,,2-s2.0-85016520114,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Hospital General de Mexico| Universidad Panamericana (UP),505020| 505017| 505032| 702732,Medical| Academic,4.0,60015684| 60012895| 60010210| 60033291,Hospital General de Mexico| Universidad Panamericana| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad de Guanajuato,57193778184,57193773687,57193778184,-,Mexico,1.0,2909,Gerontology,5,Life Sciences & Medicine,534,Nursing,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,4203| 3202| 4205,Health services and systems| Clinical sciences| Nursing,-,Mechanical Ventilation and Acute Lung Injury Management,361,63.636,Pressure Ulcer Prevention in Pediatric Care,49569,84.565,Very Good,Nacional,4.0
