Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cruces, Rosa N.Pineda",58042474700,Detection of the p53 Gene Mutation Using an Ultra-sensitive and Highly Selective Electrochemical DNA Biosensor,"Garcia-Melo, L.F.| Pio, N.A.C.| Morales-Rodríguez, M.| Madrigal-Bujaidar, E.| Madrigal-Santillán, E.O.| Álvarez-González, I.| Cruces, R.N.P.| Batina, N.",8.0,57208080816| 58042474600| 6506585634| 56938362900| 14831593300| 20435288400| 58042474700| 7004363700,2023.0,2023-01-01,Journal of the Mexican Chemical Society,67,1,33-45,-,ISSN-1870249X,19700174729.0,Journal,Sociedad Quimica de Mexico A.C.,English,0.32,77,2,64,0.222,71,1.81,37.0,8.0,0.49,16.37,28.0,49.0,0.0,0.0,"Garcia-Melo, L.F., Pio, N.A.C., Morales-Rodríguez, M. and 5 more (...) (2023).Detection of the p53 Gene Mutation Using an Ultra-sensitive and Highly Selective Electrochemical DNA Biosensor. Journal of the Mexican Chemical Society,67(1) 33-45",https://www.scopus.com/record/display.url?eid=2-s2.0-85145588764&origin=resultslist,10.29356/jmcs.v67i1.1880,Article,Gold,2-s2.0-85145588764,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60028381| 127723226| 60019176,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Politécnica del Valle de México| Instituto Politécnico Nacional,57208080816,7004363700,7004363700,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3404| 3406| 3405,Medicinal and biomolecular chemistry| Physical chemistry| Organic chemistry,SDG 3,Electrochemical Innovations in Genome Editing Techniques,157,97.384,Electrochemical Biosensors for DNA Detection and Analysis,1622,93.618,Definitive,Nacional,2.0
