Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aguilar-Fernández, Mario",56154816800,Anthranilic acid as a secondary antioxidant: Implications to the inhibition of ·OH production and the associated oxidative stress,"Francisco-Marquez, M.| Aguilar-Fernández, M.| Galano, A.",3.0,6505865807| 56154816800| 55995932900,2016.0,2016-02-01,Computational and Theoretical Chemistry,1077,-,18-24,-,ISSN-2210271X,21000196008.0,Journal,Elsevier,English,0.6,55,2.6,43,0.542,43,1.31,36.0,25.0,0.7,10.03,23.0,38.0,0.0,0.0,"Francisco-Marquez, M., Aguilar-Fernández, M., Galano, A. (2016).Anthranilic acid as a secondary antioxidant: Implications to the inhibition of ·OH production and the associated oxidative stress. Computational and Theoretical Chemistry,107718-24",https://www.scopus.com/record/display.url?eid=2-s2.0-84958627602&origin=resultslist,10.1016/j.comptc.2015.09.025,Article,,2-s2.0-84958627602,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60028381,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,6505865807,55995932900,55995932900,-,Mexico,1.0,1303| 1606| 3104,Biochemistry| Physical and Theoretical Chemistry| Condensed Matter Physics,2| 4| 5,Engineering & Technology| Natural Sciences| Life Sciences & Medicine,439| 507| 249| 409,Physics & Astronomy| Biological Sciences| Engineering - Petroleum| Chemistry,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Radical Mechanisms in Alkaloid Chemistry,1178,12.492,Mechanisms of Radical Scavenging in Antioxidants,7544,93.035,Very Good,Nacional,2.0
