Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sozaya-Chan, José Antonio",57201495738,On k-normal elements over finite fields,"Sozaya-Chan, J.A.| Tapia-Recillas, H.",2.0,57201495738| 56000906200,2018.0,2018-07-01,Finite Fields and their Applications,52,-,94-107,-,ISSN-10715797,26480.0,Journal,Academic Press Inc.,English,1.59,11,2,16,1.073,7,0.68,12.0,7.0,0.73,5.51,49.0,37.0,0.0,0.0,"Sozaya-Chan, J.A., Tapia-Recillas, H. (2018).On k-normal elements over finite fields. Finite Fields and their Applications,5294-107",https://www.scopus.com/record/display.url?eid=2-s2.0-85045101848&origin=resultslist,10.1016/j.ffa.2018.03.006,Article,,2-s2.0-85045101848,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57201495738,56000906200,57201495738,-,Mexico,1.0,2200| 2602| 2604| 2614,General Engineering| Algebra and Number Theory| Applied Mathematics| Theoretical Computer Science,2| 4,Engineering & Technology| Natural Sciences,431| 212,Mathematics| Computer Science & Information Systems,37| 36,Physical Sciences| Engineering,49,Mathematical Sciences,4904,Pure mathematics,-,Image Encryption and Quantum Security,128,83.388,Primitive Elements and Irreducible Polynomials in Finite Fields,55723,33.288,Definitive,UAM,1.0
