Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Arredondo, Erika Cecilia Castañeda",57220102658,From Graphical User Interface Design to the Configuration of a Digital Object. Materiality and Digital Ontology,"Arredondo, E.C.C.",1.0,57220102658,2019.0,2019-01-01,Disena,15,-,70-93,-,ISSN-07188447,21101142418.0,Journal,Pontificia Universidad Catolica de Chile,English| Spanish,-,-,-,-,-,-,0.0,11.0,1.0,0.0,7.7,73.0,75.0,0.0,0.0,"Arredondo, E.C.C. (2019).From Graphical User Interface Design to the Configuration of a Digital Object. Materiality and Digital Ontology. Disena,1570-93",https://www.scopus.com/record/display.url?eid=2-s2.0-85150604517&origin=resultslist,10.7764/disena.15.70-93,Article,Gold|Green,2-s2.0-85150604517,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,-,-,57220102658,57220102658,Mexico,1.0,1201| 2201| 3301| 3307,Arts and Humanities (miscellaneous)| Engineering (miscellaneous)| Social Sciences (miscellaneous)| Human Factors and Ergonomics,1| 2| 3,Arts & Humanities| Engineering & Technology| Social Sciences & Management,-,-,33| 36| 40,Arts and Humanities| Engineering| Social Sciences,-,-,-,-,-,Gamification and Interactive Learning in Education,423,90.32,Cultural Dynamics of Gender in Video Games,1215,93.501,Weak,Personal,1.0
