Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Carpio, Erick David Muñoz",58785444800,Prevalence of sexual harassment during undergraduate medical internship in Mexico City,"Cosme, J.A.G.| Sandoval, L.R.A.| Carpio, E.D.M.| Rivera, D.E.S.",4.0,6507366137| 58784580300| 58785444800| 58785444900,2023.0,2023-10-01,Investigacion en Educacion Medica,12,48,18-29,-,ISSN-2007865X,21101090587.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.37,74,0.9,68,0.17,67,2.26,50.0,0.0,0.0,7.28,77.0,77.0,0.0,0.0,"Cosme, J.A.G., Sandoval, L.R.A., Carpio, E.D.M. and 1 more (...) (2023).Prevalence of sexual harassment during undergraduate medical internship in Mexico City. Investigacion en Educacion Medica,12(48) 18-29",https://www.scopus.com/record/display.url?eid=2-s2.0-85180850464&origin=resultslist,10.22201/fm.20075057e.2024.49.23509,Article,Gold,2-s2.0-85180850464,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,6507366137,58785444900,6507366137,-,Mexico,1.0,2701| 2718| 3304| 3306| 3600,Medicine (miscellaneous)| Health Informatics| Education| Health (social science)| General Health Professions,5| 3,Life Sciences & Medicine| Social Sciences & Management,532| 318,Medicine| Education & Training,40| 34| 41,Social Sciences| Medical and Health| Education Studies,-,-,-,-,SDG 4| SDG 5| SDG 16,Diversity and Gender Dynamics in Academic Medicine,965,68.345,Addressing Medical Student Mistreatment and Harassment,22630,84.223,Definitive,UAM,1.0
