Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Urueta, Daniel Edahi",57226112623,A comparative ranking model among mexican universities using pattern recognition,"Urueta, D.E.| Lara, P.| Gutiérrez, M.Á.| De-Los-cobos, S.G.| Rincón, E.A.| Mora, R.A.",6.0,57226112623| 56000885900| 56094335900| 15062263100| 57226103328| 54879377900,2021.0,2021-07-02,Mathematics,9,14,-,1615,ISSN-22277390,21100830702.0,Journal,MDPI AG,English,1.12,26,2.9,14,0.538,28,1.91,23.0,2.0,0.45,4.46,66.0,51.0,0.0,0.0,"Urueta, D.E., Lara, P., Gutiérrez, M.Á. and 3 more (...) (2021).A comparative ranking model among mexican universities using pattern recognition. Mathematics,9(14) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85110455506&origin=resultslist,10.3390/math9141615,Article,Gold|Green,2-s2.0-85110455506,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60023193,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57226112623,54879377900,57226112623,-,Mexico,1.0,2600,General Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,-,-,-,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Machine Learning Innovations in Data Analysis,31365,66.196,Defensible,UAM,1.0
