Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez, Oscar David Castro",57224544419,Prevalence and factors related to nutritional supplements use among gym attendees of Mexico City,"Rivera, A.C.S.| Ayala-Guzmán, C.I.| Roldán, A.B.L.| Ramírez, O.D.C.| Ortiz-Hernández, L.",5.0,57224538159| 57194898513| 57224545688| 57224544419| 12769453200,2020.0,2020-01-01,Revista Espanola de Nutricion Humana y Dietetica,25,-,-,e1159,ISSN-21731292,20100195029.0,Journal,Asociacion Espanola de Dietistas-Nutricionistas,Spanish,0.16,84,0.6,81,0.139,87,0.45,23.0,3.0,0.16,12.64,62.0,68.0,0.0,0.0,"Rivera, A.C.S., Ayala-Guzmán, C.I., Roldán, A.B.L. and 2 more (...) (2020).Prevalence and factors related to nutritional supplements use among gym attendees of Mexico City. Revista Espanola de Nutricion Humana y Dietetica,25",https://www.scopus.com/record/display.url?eid=2-s2.0-85107857967&origin=resultslist,10.14306/RENHYD.25.S1.1159,Article,Gold|Green,2-s2.0-85107857967,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60010210,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,57224538159,12769453200,12769453200,-,Mexico,1.0,1106| 2916,Food Science| Nutrition and Dietetics,5,Life Sciences & Medicine,502| 534,Agriculture & Forestry| Nursing,32| 34,Life Sciences| Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,4206| 3210| 4207,Public health| Nutrition and dietetics| Sports science and exercise,-,Athlete Health and Muscle Performance Insights,683,60.497,Nutritional Supplements and Athlete Performance Insights,27033,87.104,Definitive,UAM,1.0
