Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Acosta Dominguez, Patricia",57189090939,Comparison of the prevalence of sarcopenia using skeletal muscle mass index and calf circumference applying the European consensus definition in elderly Mexican women,"Velazquez-Alva, M.C.| Irigoyen Camacho, M.E.| Lazarevich, I.| Delgadillo Velazquez, J.| Acosta Dominguez, P.| Zepeda Zepeda, M.A.",6.0,24759448600| 6603265505| 55672350700| 55969294200| 57189090939| 6505940652,2017.0,2017-01-01,Geriatrics and Gerontology International,17,1,161-170,-,ISSN-14441586,12600154709.0,Journal,Blackwell Publishing,English,1.3,17,3.6,14,0.871,17,0.59,28.0,27.0,1.69,6.52,21.0,17.0,0.0,0.0,"Velazquez-Alva, M.C., Irigoyen Camacho, M.E., Lazarevich, I. and 3 more (...) (2017).Comparison of the prevalence of sarcopenia using skeletal muscle mass index and calf circumference applying the European consensus definition in elderly Mexican women. Geriatrics and Gerontology International,17(1) 161-170",https://www.scopus.com/record/display.url?eid=2-s2.0-84965180949&origin=resultslist,10.1111/ggi.12652,Article,,2-s2.0-84965180949,26534889,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,24759448600,6505940652,6603265505,-,Mexico,1.0,2717| 2909| 3306,Geriatrics and Gerontology| Gerontology| Health (social science),5| 3,Life Sciences & Medicine| Social Sciences & Management,532| 534,Medicine| Nursing,34| 40,Medical and Health| Social Sciences,32| 42,Biomedical And Clinical Sciences| Health Sciences,4203| 3202,Health services and systems| Clinical sciences,-,Sarcopenia and Quality of Life in Patients,344,84.5,Sarcopenia and Muscle Strength in Aging Populations,370,99.792,Definitive,UAM,1.0
