Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Díaz, Eduardo Paz",59478191400,Doctors for the truth: Latin American antivaccine oppositional cultures on Telegram,"Díaz, E.P.| Ricaurte, P.",2.0,59478191400| 57221690905,2024.0,2024-10-01,Big Data and Society,11,4,-,-,ISSN-20539517,21100933954.0,Journal,SAGE Publications Ltd,English,2.94,3,11.2,3,2.207,2,0.2,5.0,1.0,0.16,6.45,56.0,66.0,0.0,0.0,"Díaz, E.P., Ricaurte, P. (2024).Doctors for the truth: Latin American antivaccine oppositional cultures on Telegram. Big Data and Society,11(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85212394174&origin=resultslist,10.1177/20539517241306359,Article,Gold|Green,2-s2.0-85212394174,-,Universidad Autónoma Metropolitana| Instituto Tecnologico de Estudios Superiores de Monterrey,505017| 505012,Academic,2.0,60023193| 60007966,Universidad Autónoma Metropolitana - Azcapotzalco| Tecnológico de Monterrey,59478191400,57221690905,59478191400,-,Mexico,1.0,1706| 1710| 1802| 3309| 3315,Computer Science Applications| Information Systems| Information Systems and Management| Library and Information Sciences| Communication,3| 2,Social Sciences & Management| Engineering & Technology,311| 329| 213| 212,Communication & Media Studies| Library & Information Management| Data Science| Computer Science & Information Systems,37| 38| 40,Physical Sciences| Computer Science| Social Sciences,44| 47,"Human Society| Language, Communication And Culture",4701| 4406,Communication and media studies| Human geography,-,Populism and Political Dynamics in Democracy,1382,40.942,Radical Right Parties and Electoral Dynamics in Europe,2574,97.47,Definitive,Nacional,2.0
