Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Angélica Adame",58588735100,Development of an extended-release lithium carbonate tablet using a factorial design,"Almanza, L.O.| Barreda, C.T.Q.| Granada, L.C.| Martínez, A.A.| García-Guzmán, P.",5.0,58205097400| 59006364400| 59006084000| 58588735100| 57201923778,2023.0,2023-01-01,Revista Colombiana de Ciencias Quimico-Farmaceuticas(Colombia),52,2,766-780,-,ISSN-00347418,21827.0,Journal,Universidad Nacional de Colombia,English| Portuguese| Spanish,0.1,92,0.5,86,0.125,91,0.95,13.0,0.0,0.0,5.56,77.0,77.0,0.0,0.0,"Almanza, L.O., Barreda, C.T.Q., Granada, L.C. and 2 more (...) (2023).Development of an extended-release lithium carbonate tablet using a factorial design. Revista Colombiana de Ciencias Quimico-Farmaceuticas(Colombia),52(2) 766-780",https://www.scopus.com/record/display.url?eid=2-s2.0-85191546360&origin=resultslist,10.15446/rcciquifa.v52n2.104560,Article,Gold,2-s2.0-85191546360,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60029824| 60032442,"Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México, Facultad de Estudios Superiores Zaragoza| Universidad Nacional Autónoma de México",58205097400,57201923778,58205097400,-,Mexico,1.0,2736| 3000,"Pharmacology (medical)| General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,-,-,-,-,-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Gastroretentive Drug Delivery Systems and Formulations,412,89.556,Definitive,Nacional,2.0
