Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Machorru-Rojas, Nancy",57210282794,Impact of chronic immobilization stress on parameters of colonic homeostasis in BALB/c mice,"Machorru-Rojas, N.| Sainz-Espuñes, T.| Godínez-Victoria, M.| Castañeda-Sánchez, J.I.| Campos-Rodríguez, R.| Pacheco-Yepez, J.| Drago-Serrano, M.E.",7.0,57210282794| 26666383400| 35104790800| 26657168500| 6701721615| 6507380737| 56013677200,2019.0,2019-01-01,Molecular Medicine Reports,20,3,2083-2090,-,ISSN-17912997,18800156706.0,Journal,Spandidos Publications,English,0.6,58,3.6,53,0.63,55,0.4,9.0,21.0,0.7,15.7,24.0,39.0,0.0,0.0,"Machorru-Rojas, N., Sainz-Espuñes, T., Godínez-Victoria, M. and 4 more (...) (2019).Impact of chronic immobilization stress on parameters of colonic homeostasis in BALB/c mice. Molecular Medicine Reports,20(3) 2083-2090",https://www.scopus.com/record/display.url?eid=2-s2.0-85070212632&origin=resultslist,10.3892/mmr.2019.10437,Article,Hybrid gold|Green,2-s2.0-85070212632,31257542,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60010210| 60019176,Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Politécnico Nacional,57210282794,56013677200,56013677200,-,Mexico,1.0,1303| 1306| 1311| 1312| 1313| 2730,Biochemistry| Cancer Research| Genetics| Molecular Biology| Molecular Medicine| Oncology,5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,34| 32,Medical and Health| Life Sciences,34,Chemical Sciences,3404,Medicinal and biomolecular chemistry,-,Gastrointestinal Disorders and Treatment Approaches,378,58.6,Irritable Bowel Syndrome Mechanisms,4053,96.924,Very Good,Nacional,2.0
