Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martinez-Armenta, Carlos Alejandro",57219907563,ACE and ACE2 Gene Variants Are Associated With Severe Outcomes of COVID-19 in Men,"Martínez-Gómez, L.E.| Herrera-López, B.| Martinez-Armenta, C.| Ortega-Peña, S.| Camacho-Rea, M.D.C.| Suarez-Ahedo, C.| Vázquez-Cárdenas, P.| Vargas-Alarcón, G.| Rojas-Velasco, G.| Fragoso, J.M.| Vidal-Vázquez, P.| Ramírez-Hinojosa, J.P.| Rodríguez-Sánchez, Y.| Barrón-Díaz, D.| Moreno, M.L.| Martínez-Ruiz, F.D.J.| Zayago-Angeles, D.M.| Mata-Miranda, M.M.| Vázquez-Zapién, G.J.| Martínez-Cuazitl, A.| Barajas-Galicia, E.| Bustamante-Silva, L.| Zazueta-Arroyo, D.| Rodríguez-Pérez, J.M.| Hernández-González, O.| Coronado-Zarco, R.| Lucas-Tenorio, V.| Franco-Cendejas, R.| López-Jácome, L.E.| Vázquez-Juárez, R.C.| Magaña, J.J.| Cruz-Ramos, M.| Granados, J.| Hernández-Doño, S.| Delgado-Saldivar, D.| Ramos-Tavera, L.| Coronado-Zarco, I.| Guajardo-Salinas, G.| Muñoz-Valle, J.F.| Pineda, C.| Martínez-Nava, G.A.| López-Reyes, A.",42.0,53363829200| 57194755113| 57219907563| 56896065700| 57218129704| 28568049600| 55508355800| 55665539100| 26023851300| 56002712800| 36492318800| 55672973800| 57218936265| 57477450600| 57478336200| 57477450700| 57477958000| 56041734200| 56040928600| 57205457497| 57477958100| 57477832900| 57477958200| 56000748400| 57193578477| 14011724700| 57477577600| 56013122300| 57211825115| 57477958300| 56002677800| 6505519856| 55995937700| 57209211056| 57477958400| 57478211200| 55838648900| 15837522300| 55995916100| 55989786100| 46661582100| 15837159600,2022.0,2022-02-17,Frontiers in Immunology,13,-,-,812940,ISSN-16643224,21100229161.0,Journal,Frontiers Media S.A.,English,1.51,13,9.4,23,2.022,14,3.71,57.0,56.0,3.8,14.48,4.0,5.0,0.0,0.0,"Martínez-Gómez, L.E., Herrera-López, B., Martinez-Armenta, C. and 39 more (...) (2022).ACE and ACE2 Gene Variants Are Associated With Severe Outcomes of COVID-19 in Men. Frontiers in Immunology,13",https://www.scopus.com/record/display.url?eid=2-s2.0-85125776790&origin=resultslist,10.3389/fimmu.2022.812940,Article,Gold|Green,2-s2.0-85125776790,35250987,"Consejo Nacional de Ciencia y Tecnologia Mexico| Instituto Nacional de Perinatologia| Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación| Instituto Nacional de Cancerologia - Mexico| Universidad de Guadalajara| Instituto Nacional de Cardiologia Ignacio Chavez| Instituto Mexicano del Petroleo| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran",704696| 704697| 505017| 715278| 505036| 505019| 505008| 505005| 715276| 505009,Medical| Government| Academic,10.0,60084250| 60013839| 60028381| 60009149| 60003352| 60010748| 60001570| 113000207| 60019271| 60019825| 60027998| 60033487| 120012572| 60008943,"Instituto Nacional de Rehabilitación| Secretaria de Salud| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de la Nutrición Salvador Zubiran| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Cardiologia Ignacio Chavez| Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado - ISSSTE| Universidad del Ejército y Fuerza Aérea| Instituto Mexicano Del Petroleo| Instituto Nacional de Cancerologia, México| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Instituto Nacional de Perinatologia| Independent Consultant| Universidad de Guadalajara",53363829200,15837159600,46661582100| 15837159600,-,Mexico| United States,2.0,2403| 2723,Immunology| Immunology and Allergy,5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32,Life Sciences,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3101| 3105| 3204,Biochemistry and cell biology| Genetics| Immunology,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Genetic Variants and COVID-19 Severity Insights,61461,82.973,Very Good,Internacional,10.0
"Martinez-Armenta, Carlos Alejandro",57219907563,Metabolic Reprogramming in SARS-CoV-2 Infection Impacts the Outcome of COVID-19 Patients,"Martínez-Gómez, L.E.| Ibarra-González, I.| Fernández-Lainez, C.| Tusie, T.| Moreno-Macías, H.| Martinez-Armenta, C.| Jimenez-Gutierrez, G.E.| Vázquez-Cárdenas, P.| Vidal-Vázquez, P.| Ramírez-Hinojosa, J.P.| Rodríguez-Zulueta, A.P.| Vargas-Alarcón, G.| Rojas-Velasco, G.| Sánchez-Muñoz, F.| Posadas-Sanchez, R.| Martínez-Ruiz, F.D.J.| Zayago-Angeles, D.M.| Moreno, M.L.| Barajas-Galicia, E.| Lopez-Cisneros, G.| Gonzalez-Fernández, N.C.| Ortega-Peña, S.| Herrera-López, B.| Olea-Torres, J.| Juárez-Arias, M.| Rosas-Vásquez, M.| Cabrera-Nieto, S.A.| Magaña, J.J.| Camacho-Rea, M.D.C.| Suarez-Ahedo, C.| Coronado-Zarco, I.| Valdespino-Vázquez, M.Y.| Martínez-Nava, G.A.| Pineda, C.| Vela-Amieva, M.| López-Reyes, A.",36.0,53363829200| 57219402174| 23472865400| 57222499117| 6507133032| 57219907563| 57198810738| 55508355800| 36492318800| 55672973800| 57200641535| 55665539100| 26023851300| 56002771800| 56000785600| 57477450700| 57477958000| 57478336200| 57477958100| 57221778012| 57956226900| 56896065700| 57194755113| 57955997900| 57955771700| 57956454500| 57788205700| 56002677800| 57218129704| 28568049600| 55838648900| 56106387000| 46661582100| 55989786100| 6602427852| 15837159600,2022.0,2022-07-11,Frontiers in Immunology,13,-,-,936106,ISSN-16643224,21100229161.0,Journal,Frontiers Media S.A.,English,1.51,13,9.4,23,2.022,14,2.94,44.0,26.0,1.8,14.48,11.0,15.0,0.0,0.0,"Martínez-Gómez, L.E., Ibarra-González, I., Fernández-Lainez, C. and 33 more (...) (2022).Metabolic Reprogramming in SARS-CoV-2 Infection Impacts the Outcome of COVID-19 Patients. Frontiers in Immunology,13",https://www.scopus.com/record/display.url?eid=2-s2.0-85141374972&origin=resultslist,10.3389/fimmu.2022.936106,Article,Gold|Green,2-s2.0-85141374972,36341434,"Tecnológico Nacional de México, Mexico City| Instituto Nacional de Perinatologia| Universidad Autónoma Metropolitana| Instituto Tecnológico de Veracruz| Instituto Nacional de Rehabilitación| Petróleos Mexicano| Universidad Anáhuac| Instituto Nacional de Cardiologia Ignacio Chavez| Instituto Mexicano del Petroleo| Universidad Nacional Autónoma de México| Instituto Nacional de Pediatria| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran",719128| 704697| 505017| 714291| 715278| 713874| 702750| 505008| 505005| 505023| 505041| 715276| 505009,Medical| Academic| Government| Corporate,13.0,60013839| 60084250| 60032442| 60004914| 60013259| 60009149| 60014923| 60028381| 60003352| 60010748| 60001570| 60003905| 60019271| 60134870| 60026100| 60027461| 60033487,"Secretaria de Salud| Instituto Nacional de Rehabilitación| Universidad Nacional Autónoma de México| Instituto Nacional de Pediatría| Instituto de Investigaciones Biomedicas de la UNAM| Instituto Nacional de la Nutrición Salvador Zubiran| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Cardiologia Ignacio Chavez| Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado - ISSSTE| PEMEX, Mexico| Instituto Mexicano Del Petroleo| Tecnológico Nacional de México| Instituto Tecnológico de Veracruz| Universidad Anáhuac México| Instituto Nacional de Perinatologia",53363829200,15837159600,6602427852| 15837159600,-,Mexico,1.0,2403| 2723,Immunology| Immunology and Allergy,5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32,Life Sciences,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3101| 3204| 3105,Biochemistry and cell biology| Immunology| Genetics,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Metabolomics and Proteomics in COVID-19 Insights,37126,93.561,Defensible,Nacional,13.0
"Martinez-Armenta, Carlos Alejandro",57219907563,Implication of myddosome complex genetic variants in outcome severity of COVID-19 patients,"Martínez-Gómez, L.E.| Martinez-Armenta, C.| Medina-Luna, D.| Ordoñez-Sánchez, M.L.| Tusie-Luna, T.| Ortega-Peña, S.| Herrera-López, B.| Suarez-Ahedo, C.| Jimenez-Gutierrez, G.E.| Hidalgo-Bravo, A.| Vázquez-Cárdenas, P.| Vidal-Vázquez, R.P.| Ramírez-Hinojosa, J.P.| Martinez Matsumoto, P.M.| Vargas-Alarcón, G.| Posadas-Sánchez, R.| Fragoso, J.-M.| Martínez-Ruiz, F.D.J.| Zayago-Angeles, D.M.| Mata-Miranda, M.M.| Vázquez-Zapién, G.J.| Martínez-Cuazitl, A.| Andrade-Alvarado, J.| Granados, J.| Ramos-Tavera, L.| Camacho-Rea, M.D.C.| Segura-Kato, Y.| Rodríguez-Pérez, J.M.| Coronado-Zarco, R.| Franco-Cendejas, R.| López-Jácome, L.E.| Magaña, J.J.| Vela-Amieva, M.| Pineda, C.| Martínez-Nava, G.A.| López-Reyes, A.",36.0,53363829200| 57219907563| 57189341163| 6507080533| 59157683600| 56896065700| 57194755113| 28568049600| 57198810738| 8598282200| 55508355800| 55941676800| 55672973800| 57193208327| 55665539100| 56000785600| 56002712800| 57477450700| 57477958000| 56041734200| 56040928600| 57205457497| 58348928200| 55995937700| 57478211200| 57218129704| 15030582300| 56000748400| 14011724700| 56013122300| 57211825115| 56002677800| 6602427852| 55989786100| 46661582100| 15837159600,2023.0,2023-10-01,"Journal of Microbiology, Immunology and Infection",56,5,939-950,-,ISSN-16841182,20238.0,Journal,Elsevier Ltd,English,1.19,19,15.9,8,1.04,19,1.64,23.0,9.0,1.02,8.86,25.0,28.0,0.0,0.0,"Martínez-Gómez, L.E., Martinez-Armenta, C., Medina-Luna, D. and 33 more (...) (2023).Implication of myddosome complex genetic variants in outcome severity of COVID-19 patients. Journal of Microbiology, Immunology and Infection,56(5) 939-950",https://www.scopus.com/record/display.url?eid=2-s2.0-85162877417&origin=resultslist,10.1016/j.jmii.2023.06.002,Article,Gold|Green,2-s2.0-85162877417,37365052,"Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación| Dalhousie University| Instituto Nacional de Cardiologia Ignacio Chavez| Universidad Nacional Autónoma de México| Instituto Nacional de Pediatria| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran",505017| 715278| 501007| 505008| 505023| 505041| 715276| 505009,Medical| Government| Academic,8.0,60084250| 60013839| 60028381| 60015913| 60023750| 60009149| 60032442| 60003352| 60010748| 60001570| 113000207| 128825168| 60004914,"Instituto Nacional de Rehabilitación| Secretaria de Salud| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Dalhousie University| Dalhousie University, Faculty of Medicine| Instituto Nacional de la Nutrición Salvador Zubiran| Universidad Nacional Autónoma de México| Hospital General ""Dr. Manuel Gea González""| Instituto Nacional de Cardiologia Ignacio Chavez| Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado - ISSSTE| Universidad del Ejército y Fuerza Aérea| Hospital Central Norte Petróleos Mexicanos (PEMEX)| Instituto Nacional de Pediatría",53363829200,15837159600,46661582100| 15837159600,-,Mexico| Canada,2.0,2400| 2723| 2725| 2726,General Immunology and Microbiology| Immunology and Allergy| Infectious Diseases| Microbiology (medical),5,Life Sciences & Medicine,532| 507,Medicine| Biological Sciences,32| 34,Life Sciences| Medical and Health,32,Biomedical And Clinical Sciences,3204| 3202,Immunology| Clinical sciences,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Interferon Responses in SARS Coronavirus Infections,23007,98.123,Definitive,Internacional,7.0
"Martinez-Armenta, Carlos Alejandro",57219907563,The Critical Role of Hypoxia in the Re-Differentiation of Human Articular Chondrocytes,"Martinez-Armenta, C.| Suarez-Ahedo, C.| Olivos-Meza, A.| Camacho-Rea, M.C.| Martínez-Gómez, L.E.| Jimenez-Gutierrez, G.E.| Martínez-Nava, G.A.| Gomez-Quiroz, L.E.| Pineda, C.| López-Reyes, A.",10.0,57219907563| 28568049600| 37038322600| 57218129704| 53363829200| 57198810738| 46661582100| 56000734700| 57197229968| 15837159600,2022.0,2022-08-01,Cells,11,16,-,2553,ISSN-20734409,21100978391.0,Journal,MDPI,English,1.26,19,9,16,1.537,14,0.78,15.0,6.0,0.28,18.03,42.0,63.0,0.0,0.0,"Martinez-Armenta, C., Suarez-Ahedo, C., Olivos-Meza, A. and 7 more (...) (2022).The Critical Role of Hypoxia in the Re-Differentiation of Human Articular Chondrocytes. Cells,11(16) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85136635969&origin=resultslist,10.3390/cells11162553,Article,Gold|Green,2-s2.0-85136635969,36010629,Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,505017| 715278| 505009,Medical| Government| Academic,3.0,60028381| 60084250| 60013839| 60009149,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Rehabilitación| Secretaria de Salud| Instituto Nacional de la Nutrición Salvador Zubiran,57219907563,15837159600,15837159600,-,Mexico,1.0,1300,"General Biochemistry,Genetics and Molecular Biology",5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,32| 31,Biomedical And Clinical Sciences| Biological Sciences,-,-,-,Ankle Joint Cartilage Repair,325,62.067,Chondrogenesis and Stem Cell Applications in Cartilage Repair,7346,92.531,Very Good,Nacional,3.0
