Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Carbone, Silvia",57321234200,Les trottoirs comme ordre local hybride. Les pratiques et les interactions sociales des femmes de deux quartiers de Mexico,"Capron, G.| Carbone, S.",2.0,6602889737| 57321234200,2023.0,2023-01-01,Cahiers des Ameriques Latines,-,102,-,-,ISSN-11417161,21100307490.0,Book Series,Institut des Hautes Etudes de l'Amerique Latine (IHEAL),French,0.3,79,0.2,74,0.146,49,0.21,4.0,0.0,0.0,4.7,77.0,77.0,0.0,0.0,"Capron, G., Carbone, S. (2023).Les trottoirs comme ordre local hybride. Les pratiques et les interactions sociales des femmes de deux quartiers de Mexico. Cahiers des Ameriques Latines,(102) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85184487142&origin=resultslist,10.4000/cal.16683,Article,Gold|Green,2-s2.0-85184487142,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,6602889737,57321234200,-,-,Mexico,1.0,3312| 3316| 3317| 3322,Sociology and Political Science| Cultural Studies| Demography| Urban Studies,3,Social Sciences & Management,342| 106| 425| 311,Sociology| Architecture| Geography| Communication & Media Studies,40,Social Sciences,44,Human Society,4404| 4407| 4401,Development studies| Policy and administration| Anthropology,SDG 5| SDG 11,Interconnected Urban Design and Architectural Evolution,1257,31.197,Revitalization of Urban Public Spaces and Design,2997,92.253,Definitive,UAM,1.0
