Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Chávez-Flores, Luis F.",57195573088,Regioselective synthesis of lactulose esters by candida antarctica and thermomyces lanuginosus lipases,"Chávez-Flores, L.F.| Beltran, H.I.| Arrieta-Baez, D.| Reyes-Duarte, D.",4.0,57195573088| 6603666134| 7801374716| 6507155881,2017.0,2017-09-01,Catalysts,7,9,-,263,ISSN-20734344,21100332402.0,Journal,MDPI,English,1.03,27,3,54,0.855,29,1.27,49.0,21.0,0.46,13.17,26.0,49.0,0.0,0.0,"Chávez-Flores, L.F., Beltran, H.I., Arrieta-Baez, D. and 1 more (...) (2017).Regioselective synthesis of lactulose esters by candida antarctica and thermomyces lanuginosus lipases. Catalysts,7(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85028912255&origin=resultslist,10.3390/catal7090263,Article,Gold|Green,2-s2.0-85028912255,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60024080| 60019176,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Instituto Politécnico Nacional,57195573088,6507155881,6507155881,-,Mexico,1.0,1503| 1606| 2300,Catalysis| Physical and Theoretical Chemistry| General Environmental Science,2| 4,Engineering & Technology| Natural Sciences,424| 249| 409| 219,Environmental Sciences| Engineering - Petroleum| Chemistry| Engineering - Chemical,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,3406| 4018| 4004,Physical chemistry| Nanotechnology| Chemical engineering,-,Lipase Enzymes in Biocatalytic Applications,867,49.379,Synthesis and Applications of Sugar Fatty Acid Esters,19297,81.481,Definitive,Nacional,2.0
