Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Colín-Martínez, Brian",58704364000,Anti-allodynic and anti-hyperalgesic activity of (±)-licarin A in neuropathic rats via NO-cyclic-GMP-ATP-sensitive K+ channel pathway,"Hernández-Vázquez, L.| Colín-Martínez, B.| Lara-Ruíz, M.G.| Cordova-Alonso, B.| González-Morales, E.| Godínez-Chaparro, B.",6.0,24764531000| 58704364000| 58704663500| 58703757500| 57214884814| 56013697000,2024.0,2024-02-01,Drug Development Research,85,1,-,e22134,ISSN-02724391,21192.0,Journal,John Wiley and Sons Inc,English,0.81,41,6.6,33,0.756,32,0.86,13.0,1.0,0.17,6.01,56.0,65.0,0.0,0.0,"Hernández-Vázquez, L., Colín-Martínez, B., Lara-Ruíz, M.G. and 3 more (...) (2024).Anti-allodynic and anti-hyperalgesic activity of (±)-licarin A in neuropathic rats via NO-cyclic-GMP-ATP-sensitive K+ channel pathway. Drug Development Research,85(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85177434028&origin=resultslist,10.1002/ddr.22134,Article,Bronze,2-s2.0-85177434028,37984815,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,24764531000,56013697000,56013697000,-,Mexico,1.0,3002,Drug Discovery,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,"Microglia, Neuralgia and Central Nervous System",226,87.508,Nitric Oxide's Role in Neuropathic Pain Mechanisms,47417,61.421,Definitive,UAM,1.0
