Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cervantes Maceda, Humberto",58169656900,Effort and Cost Estimation Using Decision Tree Techniques and Story Points in Agile Software Development,"Rodríguez Sánchez, E.| Vázquez Santacruz, E.F.| Cervantes Maceda, H.",3.0,58169828000| 36622385900| 58169656900,2023.0,2023-03-01,Mathematics,11,6,-,1477,ISSN-22277390,21100830702.0,Journal,MDPI,English,0.91,33,4,10,0.475,35,13.72,199.0,49.0,7.9,6.2,3.0,2.0,0.0,0.0,"Rodríguez Sánchez, E., Vázquez Santacruz, E.F., Cervantes Maceda, H. (2023).Effort and Cost Estimation Using Decision Tree Techniques and Story Points in Agile Software Development. Mathematics,11(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85151539976&origin=resultslist,10.3390/math11061477,Article,Gold|Green,2-s2.0-85151539976,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58169828000,58169656900,58169828000,-,Mexico,1.0,1701| 2201| 2600,Computer Science (miscellaneous)| Engineering (miscellaneous)| General Mathematics,2| 4,Engineering & Technology| Natural Sciences,212| 431,Computer Science & Information Systems| Mathematics,37| 36| 38,Physical Sciences| Engineering| Computer Science,49,Mathematical Sciences,-,-,-,Software Engineering Innovations in Open Source Development,50,89.209,Effort Estimation Techniques in Agile Software Development,74628,77.948,Definitive,UAM,1.0
