Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández-Ruíz, Hortencia",57212377036,"Heritability and genetic correlations for infectious hypodermal and hematopoietic necrosis virus load, body weight at harvest, and survival rate in Pacific white shrimp (Litopenaeus vannamei)","Hernández-Ruíz, H.| Montaldo, H.H.| Bustos-Martínez, J.| Campos-Montes, G.R.| Castillo-Juárez, H.",5.0,57212377036| 6602812635| 7003387773| 56013622300| 6603205945,2020.0,2020-02-01,Journal of the World Aquaculture Society,51,1,312-323,-,ISSN-08938849,28937.0,Journal,Blackwell Publishing Inc.,English,1.12,26,3.4,25,0.655,27,0.91,22.0,13.0,0.41,9.73,34.0,51.0,0.0,0.0,"Hernández-Ruíz, H., Montaldo, H.H., Bustos-Martínez, J. and 2 more (...) (2020).Heritability and genetic correlations for infectious hypodermal and hematopoietic necrosis virus load, body weight at harvest, and survival rate in Pacific white shrimp (Litopenaeus vannamei). Journal of the World Aquaculture Society,51(1) 312-323",https://www.scopus.com/record/display.url?eid=2-s2.0-85076528982&origin=resultslist,10.1111/jwas.12664,Article,Bronze,2-s2.0-85076528982,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442| 60010210,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana Unidad Xochimilco,57212377036,6603205945,57212377036,-,Mexico,1.0,1102| 1104,Agronomy and Crop Science| Aquatic Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3005,Fisheries sciences,-,Genetic Diversity and Evolutionary Insights Across Species,10,80.706,Genetic Selection for Growth and Resistance Traits,11523,81.328,Very Good,Nacional,2.0
