Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Sánchez, J.",58714344000,Effects of heat and pH treatments and in vitro digestion on the biological activity of protein hydrolysates of Amaranthus hypochondriacus L. grain,"López-Sánchez, J.| Ponce-Alquicira, E.| Pedroza-Islas, R.| de la Peña-Díaz, A.| Soriano-Santos, J.",5.0,58714344000| 57203801983| 6602205937| 7801314788| 55989678800,2016.0,2016-12-01,Journal of Food Science and Technology,53,12,4298-4307,-,ISSN-00221155,20617.0,Journal,Springer India,English,0.95,31,2.4,34,0.585,33,0.82,48.0,33.0,0.83,8.42,17.0,34.0,0.0,0.0,"López-Sánchez, J., Ponce-Alquicira, E., Pedroza-Islas, R. and 2 more (...) (2016).Effects of heat and pH treatments and in vitro digestion on the biological activity of protein hydrolysates of Amaranthus hypochondriacus L. grain. Journal of Food Science and Technology,53(12) 4298-4307",https://www.scopus.com/record/display.url?eid=2-s2.0-85006371655&origin=resultslist,10.1007/s13197-016-2428-0,Article,Bronze|Green,2-s2.0-85006371655,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA)| Universidad Nacional Autónoma de México,505017| 702731| 505023,Academic,3.0,60028381| 60011923| 60022869,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Iberoamericana| Universidad Nacional Autónoma de México, Facultad de Medicina",58714344000,55989678800,55989678800,-,Mexico,1.0,1106,Food Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,40| 30,"Engineering| Agricultural, Veterinary And Food Sciences",3006| 4004,Food sciences| Chemical engineering,-,Bioactive Peptides and Antioxidant Properties in Health,953,73.578,Bioactive Peptides in Health and Nutrition,1303,99.388,Definitive,Nacional,3.0
