Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Garduño, Alicia Saldívar",57701182400,A Longitudinal Study of the Psychological State of Teachers Before and During the COVID-19 Outbreak in Mexico,"Cortés-Álvarez, N.Y.| Garduño, A.S.| Sánchez-Vidaña, D.I.| Marmolejo-Murillo, L.G.| Vuelvas-Olmos, C.R.",5.0,57215063725| 57701182400| 57190294270| 57193383797| 57215034527,2023.0,2023-12-01,Psychological Reports,126,6,2789-2820,-,ISSN-00332941,13465.0,Journal,SAGE Publications Inc.,English,1.06,24,5.1,24,0.703,36,2.84,114.0,19.0,2.13,8.93,12.0,12.0,0.0,1.0,"Cortés-Álvarez, N.Y., Garduño, A.S., Sánchez-Vidaña, D.I. and 2 more (...) (2023).A Longitudinal Study of the Psychological State of Teachers Before and During the COVID-19 Outbreak in Mexico. Psychological Reports,126(6) 2789-2820",https://www.scopus.com/record/display.url?eid=2-s2.0-85130434975&origin=resultslist,10.1177/00332941221100458,Article,Green,2-s2.0-85130434975,35570577,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad de Colima| Hong Kong Polytechnic University,505020| 505017| 505054| 205004,Academic,4.0,60033291| 60028381| 60008928| 60024551,Universidad de Guanajuato| Universidad Autónoma Metropolitana -Unidad Iztapalapa| The Hong Kong Polytechnic University| Universidad de Colima,57215063725,57215034527,57215034527,-,Mexico| Hong Kong,2.0,3200,General Psychology,3,Social Sciences & Management,541,Psychology,39,Psychology,52,Psychology,-,-,-,Burnout and Job Satisfaction in Healthcare Professionals,490,87.116,Burnout and Resilience in Educational Environments,49063,77.861,Defensible,Internacional,3.0
