Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García, Elizabeth Rojas",57223359002,"Selective adsorption of aqueous diclofenac sodium, naproxen sodium, and ibuprofen using a stable Fe3O4-FeBTC metal-organic frameworka","Ramírez, A.A.C.| García, E.R.| Medina, R.L.| Contreras Larios, J.L.| Parra, R.S.| Franco, A.M.M.",6.0,57223357792| 57223359002| 7101786521| 57192927181| 6507668874| 56486124700,2021.0,2021-05-01,Materials,14,9,-,2293,ISSN-19961944,76627.0,Journal,MDPI AG,English,1.13,26,4.7,32,0.604,35,1.43,42.0,45.0,2.12,14.15,8.0,12.0,0.0,0.0,"Ramírez, A.A.C., García, E.R., Medina, R.L. and 3 more (...) (2021).Selective adsorption of aqueous diclofenac sodium, naproxen sodium, and ibuprofen using a stable Fe3O4-FeBTC metal-organic frameworka. Materials,14(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85105727124&origin=resultslist,10.3390/ma14092293,Article,Gold|Green,2-s2.0-85105727124,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60028381| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,57223357792,56486124700,57223357792,-,Mexico,1.0,2500| 3104,General Materials Science| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,433| 439,Materials Science| Physics & Astronomy,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,-,-,SDG 6,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal-Organic Frameworks for Water Contaminant Removal,15456,99.479,Defensible,Nacional,2.0
