Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez-Aguilar, José Remy",59220562700,The use of constrained methods to analyze the molecular reactivity and to define a new type of pseudo atoms,"Cedillo, A.| Martínez-Aguilar, J.-R.",2.0,6602301251| 59220562700,2024.0,2024-08-01,Journal of Molecular Modeling,30,8,-,269,ISSN-16102940,57844.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.58,57,3.8,32,0.376,57,0.47,6.0,0.0,0.0,7.52,70.0,70.0,0.0,0.0,"Cedillo, A., Martínez-Aguilar, J.-R. (2024).The use of constrained methods to analyze the molecular reactivity and to define a new type of pseudo atoms. Journal of Molecular Modeling,30(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85198665960&origin=resultslist,10.1007/s00894-024-06071-3,Article,Hybrid gold|Green,2-s2.0-85198665960,39012379,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,6602301251,59220562700,6602301251,-,Mexico,1.0,1503| 1604| 1605| 1606| 1703| 1706,Catalysis| Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Computational Theory and Mathematics| Computer Science Applications,2| 4,Engineering & Technology| Natural Sciences,219| 409| 212| 213| 249,Engineering - Chemical| Chemistry| Computer Science & Information Systems| Data Science| Engineering - Petroleum,38| 37| 36,Computer Science| Physical Sciences| Engineering,34,Chemical Sciences,3407| 3406| 3404,Theoretical and computational chemistry| Physical chemistry| Medicinal and biomolecular chemistry,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Conceptual Framework of Chemical Reactivity and Electronegativity,4614,87.536,Definitive,UAM,1.0
