Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Velasco, D. Assaely León",57214499490,On the controllability of diffusion processes on a sphere: A numerical study,"Velasco, D.A.L.| Glowinski, R.| Valencia, L.H.J.",3.0,57214499490| 7006108580| 59159909800,2016.0,2016-01-01,"ESAIM - Control, Optimisation and Calculus of Variations",13,-,1054-1077,-,ISSN-12928119,25955.0,Journal,EDP Sciences,English,1.1,24,2.4,37,1.249,13,0.15,7.0,4.0,0.0,7.29,58.0,71.0,0.0,0.0,"Velasco, D.A.L., Glowinski, R., Valencia, L.H.J. (2016).On the controllability of diffusion processes on a sphere: A numerical study. ESAIM - Control, Optimisation and Calculus of Variations,131054-1077",https://www.scopus.com/record/display.url?eid=2-s2.0-84981210876&origin=resultslist,10.1051/cocv/2016045,Article,Green,2-s2.0-84981210876,-,Universidad Autónoma Metropolitana| Hong Kong Baptist University| University of Houston,505017| 205003| 508282,Academic,3.0,60028381| 60151391| 60005837| 60014347,Universidad Autónoma Metropolitana -Unidad Iztapalapa| College of Natural Sciences and Mathematics| University of Houston| Hong Kong Baptist University,57214499490,59159909800,-,-,Mexico| Hong Kong| United States,3.0,2207| 2605| 2606,Control and Systems Engineering| Computational Mathematics| Control and Optimization,2| 4,Engineering & Technology| Natural Sciences,431| 212,Mathematics| Computer Science & Information Systems,37| 36,Physical Sciences| Engineering,49,Mathematical Sciences,4903| 4901,Numerical and computational mathematics| Applied mathematics,-,Control Strategies for Wave Equation Systems,900,23.218,Controllability Challenges in Parabolic Systems,10872,81.35,Definitive,Internacional,1.0
