Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez-Castillo, Gabriela",57223272866,Challenges and strains in the search for disappeared migrants from Honduras and El Salvador,"Martínez-Castillo, G.",1.0,57223272866,2020.0,2020-05-01,Iconos,-,67,75-93,-,ISSN-13901249,21101044834.0,Journal,FLACSO Ecuador,Spanish,0.88,39,-,-,-,-,0.48,11.0,4.0,0.34,5.95,58.0,56.0,0.0,0.0,"Martínez-Castillo, G. (2020).Challenges and strains in the search for disappeared migrants from Honduras and El Salvador. Iconos,(67) 75-93",https://www.scopus.com/record/display.url?eid=2-s2.0-85105430894&origin=resultslist,10.17141/iconos.67.2020.4199,Article,Gold|Green,2-s2.0-85105430894,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57223272866,57223272866,Mexico,1.0,3301| 3312| 3314| 3318,Social Sciences (miscellaneous)| Sociology and Political Science| Anthropology| Gender Studies,3,Social Sciences & Management,342| 304,Sociology| Anthropology,40,Social Sciences,44| 33,Human Society| Built Environment And Design,4408| 4401| 3304,Political science| Anthropology| Urban and regional planning,SDG 10| SDG 16,Cultural Memory and Historical Narratives in Conflict,1032,17.397,Disappearance and Human Rights in Mexico's Crisis,73431,30.701,Definitive,Personal,1.0
