Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Verastegui, Brisa",57199255869,Estimation of empirically fitted parameters for calculating pK a values of thiols in a fast and reliable way,"Pérez-González, A.| Castañeda-Arriaga, R.| Verastegui, B.| Carreón-González, M.| Alvarez-Idaboy, J.R.| Galano, A.",6.0,39062031900| 55175600200| 57199255869| 57199302272| 6603748763| 55995932900,2018.0,2018-01-01,Theoretical Chemistry Accounts,137,1,-,5,ISSN-1432881X,21970.0,Journal,Springer New York LLC,English,0.51,64,2.7,59,0.462,54,0.88,30.0,23.0,0.81,11.15,24.0,35.0,0.0,0.0,"Pérez-González, A., Castañeda-Arriaga, R., Verastegui, B. and 3 more (...) (2018).Estimation of empirically fitted parameters for calculating pK a values of thiols in a fast and reliable way. Theoretical Chemistry Accounts,137(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85037743232&origin=resultslist,10.1007/s00214-017-2179-7,Article,,2-s2.0-85037743232,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,704696| 505017| 505023,Government| Academic,3.0,60028381| 60027998| 60032442,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Nacional Autónoma de México",39062031900,55995932900,55995932900,-,Mexico,1.0,1606,Physical and Theoretical Chemistry,4| 2,Natural Sciences| Engineering & Technology,409| 249,Chemistry| Engineering - Petroleum,37,Physical Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Predictive Models for Solvation and pKa Values,12188,85.25,Very Good,Nacional,3.0
