Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rojas-Lozano, Victoria Raquel",58174860400,"Premises, contributions and methodological challenges ethnographic research in mental health","Lozano, V.R.R.| Soto, E.C.J.",2.0,58174860400| 59663051000,2023.0,2023-01-01,Index de Enfermeria,32,1,-,e12678,ISSN-11321296,7700153112.0,Journal,Fundacion Index,Spanish,0.5,63,0.9,40,0.206,53,1.55,26.0,0.0,0.0,5.4,77.0,77.0,0.0,0.0,"Lozano, V.R.R., Soto, E.C.J. (2023).Premises, contributions and methodological challenges ethnographic research in mental health. Index de Enfermeria,32(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85152047638&origin=resultslist,10.58807/indexenferm20232909,Article,Gold,2-s2.0-85152047638,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 60014923,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana,58174860400,59663051000,58174860400,-,Mexico,1.0,1207| 2739| 3306,"History and Philosophy of Science| Public Health, Environmental and Occupational Health| Health (social science)",3| 5| 1,Social Sciences & Management| Life Sciences & Medicine| Arts & Humanities,532| 126,Medicine| History,33| 40| 34,Arts and Humanities| Social Sciences| Medical and Health,42,Health Sciences,4203| 4206| 4205,Health services and systems| Public health| Nursing,-,Cultural Dynamics of Religion and Society,1370,5.559,Roma Identity and Pentecostalism in Social Change,52395,32.5,Definitive,UAM,1.0
