Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Connaughton, Brian F.",26038064300,"Embracing hugh blair rhetoric, faith and citizenship in 19th century mexico","Connaughton, B.",1.0,26038064300,2019.0,2019-01-01,Jahrbuch fuer Geschichte Lateinamerikas/Anuario de Historia de America Latina,56,-,319-343,-,ISSN-14384752,19600156837.0,Journal,Hamburg University Press,English,0,95,-,-,-,-,0.28,3.0,2.0,0.0,1.95,67.0,75.0,0.0,0.0,"Connaughton, B. (2019).Embracing hugh blair rhetoric, faith and citizenship in 19th century mexico. Jahrbuch fuer Geschichte Lateinamerikas/Anuario de Historia de America Latina,56319-343",https://www.scopus.com/record/display.url?eid=2-s2.0-85097458530&origin=resultslist,10.15460/JBLA.56.149,Article,Gold,2-s2.0-85097458530,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,26038064300,26038064300,Mexico,1.0,1202| 3316,History| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,311| 126,Communication & Media Studies| History,33| 40,Arts and Humanities| Social Sciences,36| 44| 43,"Creative Arts And Writing| Human Society| History, Heritage And Archaeology",4408| 3601| 4303,"Political science| Art history, theory and criticism| Historical studies",-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Cultural Dynamics of Spanish Immigration in Mexico,84057,21.241,Defensible,Personal,1.0
