Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Reyes-Ibarra, Arturo D.",57205657280,In vitro equivalence study of propranolol-HCL tablets using USP basket apparatus and flow-through cell method,"Medina-López, R.| Reyes-Ibarra, A.D.| Hurtado, M.",3.0,7402370643| 57205657280| 7006878205,2019.0,2019-01-01,Latin American Journal of Pharmacy,38,1,92-101,-,ISSN-03262383,19381.0,Journal,Colegio de Farmaceuticos de la Provincia de Buenos Aires,English,0.16,87,-,-,-,-,0.71,25.0,0.0,0.0,10.27,82.0,75.0,0.0,0.0,"Medina-López, R., Reyes-Ibarra, A.D., Hurtado, M. (2019).In vitro equivalence study of propranolol-HCL tablets using USP basket apparatus and flow-through cell method. Latin American Journal of Pharmacy,38(1) 92-101",https://www.scopus.com/record/display.url?eid=2-s2.0-85060993168&origin=resultslist,-,Article,,2-s2.0-85060993168,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,7402370643,7006878205,7402370643,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,34| 32| 51,Chemical Sciences| Biomedical And Clinical Sciences| Physical Sciences,3214| 3405| 5199,Pharmacology and pharmaceutical sciences| Organic chemistry| Other physical sciences,-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Definitive,UAM,1.0
