Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ángela López, Nelson",59507530500,EFFECTS of SYMBIOTIC BACTERIA in PATHOGENIC INTERACTIONS: The CASE of BATRACHOCHYTRIUM DENDROBATIDIS and PSEUDOMONAS SP. in AMPHIBIAN POPULATIONS,"Geiser, V.-P.| Ángela López, N.| Itzel, D.-A.| Carlos, H.-G.J.",4.0,57923702600| 59507530500| 59229506300| 58604823900,2024.0,2024-12-01,Journal of Biological Systems,32,4,1289-1317,-,ISSN-02183390,29577.0,Journal,World Scientific,English,0.81,41,2.2,47,0.487,32,1.17,14.0,0.0,0.0,4.27,70.0,70.0,0.0,0.0,"Geiser, V.-P., Ángela López, N., Itzel, D.-A. and 1 more (...) (2024).EFFECTS of SYMBIOTIC BACTERIA in PATHOGENIC INTERACTIONS: The CASE of BATRACHOCHYTRIUM DENDROBATIDIS and PSEUDOMONAS SP. in AMPHIBIAN POPULATIONS. Journal of Biological Systems,32(4) 1289-1317",https://www.scopus.com/record/display.url?eid=2-s2.0-85199275449&origin=resultslist,10.1142/S0218339024400060,Article,,2-s2.0-85199275449,-,Universidad Autónoma Metropolitana| Universidad Autónoma de Guerrero,505017| 714299,Academic,2.0,60112837| 60022139,Universidad Autónoma Metropolitana-Lerma| Universidad Autónoma de Guerrero,57923702600,58604823900,57923702600,-,Mexico,1.0,1101| 2303| 2604,Agricultural and Biological Sciences (miscellaneous)| Ecology| Applied Mathematics,5| 4,Life Sciences & Medicine| Natural Sciences,502| 424| 431,Agriculture & Forestry| Environmental Sciences| Mathematics,37| 32,Physical Sciences| Life Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3,Diversity and Conservation of Amphibian Species,317,46.109,Chytridiomycosis Impact on Global Amphibian Populations,5246,95.618,Definitive,Nacional,2.0
