Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Azucena Arias",57202777473,Reduction of Eu3+ to Eu2+ in α-Y2Si2O7 and X1-Y2SiO5 and their luminescent properties,"Martínez, A.A.| Arroyo-Murillo, R.| Korthout, K.| Poelman, D.",4.0,57202777473| 56755927100| 23094137600| 6701827586,2018.0,2018-10-15,Journal of Alloys and Compounds,765,-,747-752,-,ISSN-09258388,12325.0,Journal,Elsevier Ltd,English,1.41,14,6.7,7,1.065,10,1.19,38.0,8.0,0.19,10.31,46.0,65.0,1.0,0.0,"Martínez, A.A., Arroyo-Murillo, R., Korthout, K. and 1 more (...) (2018).Reduction of Eu3+ to Eu2+ in α-Y2Si2O7 and X1-Y2SiO5 and their luminescent properties. Journal of Alloys and Compounds,765747-752",https://www.scopus.com/record/display.url?eid=2-s2.0-85049332900&origin=resultslist,10.1016/j.jallcom.2018.04.069,Article,Green,2-s2.0-85049332900,-,Universidad Autónoma Metropolitana| Ghent University,505017| 303004,Academic,2.0,60028381| 60033316,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universiteit Gent,57202777473,6701827586,57202777473,-,Belgium| Mexico,2.0,2210| 2211| 2505| 2506,Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys,4| 2,Natural Sciences| Engineering & Technology,222| 433,Engineering - Mechanical| Materials Science,36,Engineering,40| 51,Engineering| Physical Sciences,5104| 4016,Condensed matter physics| Materials engineering,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Luminescent Properties of Rare Earth Phosphors,64621,33.89,Very Good,Internacional,1.0
