Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Contreras, Rafael Calderón",57758914400,"Angiosperms inventory of San Miguel Tolimán, Querétaro, Mexico","De Los Ángeles González-Adán, M.| Jiménez-Sierra, C.L.| Hernández-Cárdenas, R.A.| Serrato-Díaz, A.| Contreras, R.C.| Martínez-Adriano, C.A.",6.0,57758727200| 15725388800| 56395502000| 8644467300| 57758914400| 56451016700,2022.0,2022-07-01,Botanical Sciences,100,3,710-728,-,ISSN-20074298,21100244622.0,Journal,"Sociedad Botanica de Mexico, A.C",Spanish,0.69,50,1.5,66,0.26,67,0.84,15.0,1.0,0.09,11.0,70.0,76.0,0.0,0.0,"De Los Ángeles González-Adán, M., Jiménez-Sierra, C.L., Hernández-Cárdenas, R.A. and 3 more (...) (2022).Angiosperms inventory of San Miguel Tolimán, Querétaro, Mexico. Botanical Sciences,100(3) 710-728",https://www.scopus.com/record/display.url?eid=2-s2.0-85132512138&origin=resultslist,10.17129/botsci.2948,Article,Gold|Green,2-s2.0-85132512138,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana,505013| 505017,Academic,2.0,60014923| 60028381| 60024080| 60025417,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma de Nuevo León,57758727200,56451016700,15725388800,-,Mexico,1.0,1110,Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3108| 3103| 3007,Plant biology| Ecology| Forestry sciences,SDG 15,Diversity and Interactions in Forest Ecosystems,357,79.856,Diversity and Structure of Mexican Tropical Flora,15140,53.546,Definitive,Nacional,2.0
