Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Pérez-Juache, Teresita J.",54396046600,Luminescent properties of Pr3+-doped SrZrO3 phosphors,"Pérez-Juache, T.J.| López-Juárez, R.| Barrera-Calva, E.| González, F.",4.0,54396046600| 36773529400| 55595436000| 56000780400,2017.0,2017-12-01,Journal of Luminescence,192,-,599-607,-,ISSN-00222313,12179.0,Journal,Elsevier B.V.,English,1.08,25,5,16,0.694,29,1.33,48.0,34.0,1.17,11.1,17.0,25.0,0.0,0.0,"Pérez-Juache, T.J., López-Juárez, R., Barrera-Calva, E. and 1 more (...) (2017).Luminescent properties of Pr3+-doped SrZrO3 phosphors. Journal of Luminescence,192599-607",https://www.scopus.com/record/display.url?eid=2-s2.0-85026666136&origin=resultslist,10.1016/j.jlumin.2017.07.048,Article,,2-s2.0-85026666136,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60172563,Universidad Autónoma Metropolitana -Unidad Iztapalapa| UNAM Campus Morelia,54396046600,56000780400,56000780400,-,Mexico,1.0,1303| 1304| 1600| 3104| 3107,"Biochemistry| Biophysics| General Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 5,Natural Sciences| Life Sciences & Medicine,507| 439| 409,Biological Sciences| Physics & Astronomy| Chemistry,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Photoluminescent Properties of Praseodymium-Doped Titanates,33502,61.758,Defensible,Nacional,2.0
"Pérez-Juache, Teresita J.",54396046600,Analysis of the structure and Mössbauer study of the neodymium substitution in the Sr-hexaferrite,"Pérez-Juache, T.J.| Guerrero, A.L.| Cabal-Velarde, J.G.| Mirabal-García, M.| Palomares-Sánchez, S.A.| Matutes-Aquino, J.A.",6.0,54396046600| 56868218000| 57191822649| 6603495330| 55995870300| 6701370141,2016.0,2016-12-15,Physica B: Condensed Matter,503,-,183-188,-,ISSN-09214526,29118.0,Journal,Elsevier B.V.,English,0.82,39,2.7,32,0.446,34,3.87,83.0,16.0,0.54,9.2,32.0,44.0,0.0,0.0,"Pérez-Juache, T.J., Guerrero, A.L., Cabal-Velarde, J.G. and 3 more (...) (2016).Analysis of the structure and Mössbauer study of the neodymium substitution in the Sr-hexaferrite. Physica B: Condensed Matter,503183-188",https://www.scopus.com/record/display.url?eid=2-s2.0-84994013891&origin=resultslist,10.1016/j.physb.2016.09.026,Article,,2-s2.0-84994013891,-,Universidad Autónoma Metropolitana| Universidad Autonoma de San Luis Potosi| Instituto Tecnológico Superior de Irapuato| Centro de Investigacion en Materiales Avanzados,505017| 505014| 714706| 505029,Academic| Government,4.0,60028381| 60031335| 60095247| 60015132,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de San Luis Potosí| Instituto Tecnológico Superior de Irapuato| Centro de Investigacion en Materiales Avanzados,54396046600,6701370141,56868218000,-,Mexico,1.0,2208| 2504| 3104,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Condensed Matter Physics",2| 4,Engineering & Technology| Natural Sciences,249| 439| 221| 433,Engineering - Petroleum| Physics & Astronomy| Engineering - Electrical & Electronic| Materials Science,36| 37,Engineering| Physical Sciences,51,Physical Sciences,5104,Condensed matter physics,-,Ferroelectric Materials for Energy Storage Applications,13,92.937,Magnetic Properties and Structural Insights of Hexaferrites,1313,98.07,Definitive,Nacional,4.0
"Pérez-Juache, Teresita J.",54396046600,Microwave-hydrothermal synthesis and photocatalytic properties of Cr-doped SrTiO3 powders,"López-Juárez, R.| Pérez-Juáche, T.J.| Hernández-Cristobal, O.| Razo-Pérez, N.| Cipagauta, S.",5.0,36773529400| 54396046600| 36801712200| 56938954400| 57226467226,2021.0,2021-01-01,Ceramics - Silikaty,65,2,113-119,-,ISSN-08625468,26583.0,Journal,"University of Chemistry and Technology, Faculty of Environmental Technology",English,0.46,67,1.7,63,0.289,61,1.07,32.0,5.0,0.07,14.2,51.0,77.0,0.0,0.0,"López-Juárez, R., Pérez-Juáche, T.J., Hernández-Cristobal, O. and 2 more (...) (2021).Microwave-hydrothermal synthesis and photocatalytic properties of Cr-doped SrTiO3 powders. Ceramics - Silikaty,65(2) 113-119",https://www.scopus.com/record/display.url?eid=2-s2.0-85111670392&origin=resultslist,10.13168/cs.2021.0009,Article,Gold|Green,2-s2.0-85111670392,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60005971| 60172563| 60028381,Universidad Nacional Autónoma de México| Instituto de Investigaciones en Materiales| UNAM Campus Morelia| Universidad Autónoma Metropolitana -Unidad Iztapalapa,36773529400,57226467226,36773529400,-,Mexico,1.0,1500| 1602| 1606| 2503| 2505,General Chemical Engineering| Analytical Chemistry| Physical and Theoretical Chemistry| Ceramics and Composites| Materials Chemistry,4| 2,Natural Sciences| Engineering & Technology,219| 433| 409| 249,Engineering - Chemical| Materials Science| Chemistry| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,40,Engineering,4005| 4016,Civil engineering| Materials engineering,SDG 7,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Photocatalytic Innovations in Strontium Titanate Applications,33561,95.131,Very Good,Nacional,2.0
