Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ugalde, Claudia Itzel Cruz",57189689560,Thyrotoxic transitory hypokalemia. Case report and literature review,"Santos, P.R.B.| Romero, J.O.C.| De León, S.V.| Luengas, J.A.G.| Ugalde, C.I.C.| Castellanos, J.L.",6.0,57189687151| 57189685857| 57189686164| 57189682998| 57189689560| 8868588000,2016.0,2016-04-01,Prensa Medica Argentina,102,2,89-94,-,ISSN-0032745X,17644.0,Journal,Prensa Medica Argentina,Spanish,0.08,90,0.1,83,0.186,73,0.19,7.0,0.0,0.0,6.32,81.0,71.0,0.0,0.0,"Santos, P.R.B., Romero, J.O.C., De León, S.V. and 3 more (...) (2016).Thyrotoxic transitory hypokalemia. Case report and literature review. Prensa Medica Argentina,102(2) 89-94",https://www.scopus.com/record/display.url?eid=2-s2.0-84974587920&origin=resultslist,-,Article,,2-s2.0-84974587920,-,Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social,505017| 505006,Government| Academic,2.0,116791973| 60008467| 60001570| 131585854| 60028381,Especialista en Urgencias| Instituto Mexicano del Seguro Social| Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado - ISSSTE| Médico Adscrito HG Dr Fernando Quiroz Gutierrez| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57189687151,8868588000,57189687151,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3202| 3211| 4201,Clinical sciences| Oncology and carcinogenesis| Allied health and rehabilitation science,-,Ion Channel Dynamics in Neurological Disorders,374,55.134,Thyrotoxic Periodic Paralysis and Hypokalemia Insights,29779,48.545,Definitive,Nacional,2.0
