Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hilario, Carolina Ayala",57219345495,Prevalence of sports practice among Mexican adults in 2002 and 2014,"Ortiz-Hernandez, L.| Hilario, C.A.| Ayala-Guzmán, C.I.",3.0,12769453200| 57219345495| 57194898513,2020.0,2020-01-01,Sport TK,9,1,55-62,-,ISSN-22544070,21101023086.0,Journal,Universidad de Murcia,English,0.16,84,0.1,89,-,-,0.38,9.0,4.0,0.31,6.36,58.0,58.0,0.0,0.0,"Ortiz-Hernandez, L., Hilario, C.A., Ayala-Guzmán, C.I. (2020).Prevalence of sports practice among Mexican adults in 2002 and 2014. Sport TK,9(1) 55-62",https://www.scopus.com/record/display.url?eid=2-s2.0-85092299525&origin=resultslist,10.6018/sportk.412521,Article,Gold|Green,2-s2.0-85092299525,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,12769453200,57194898513,12769453200,-,Mexico,1.0,2732| 3304| 3603| 3609| 3612,"Orthopedics and Sports Medicine| Education| Complementary and Manual Therapy| Occupational Therapy| Physical Therapy, Sports Therapy and Rehabilitation",3| 5,Social Sciences & Management| Life Sciences & Medicine,532| 343| 318,Medicine| Sports-related Subjects| Education & Training,34| 32| 41,Medical and Health| Life Sciences| Education Studies,39| 42,Education| Health Sciences,4206| 3903| 4207,Public health| Education systems| Sports science and exercise,-,Physical Activity and Health Promotion Strategies,445,78.221,Physical Activity Patterns and Health Promotion Insights,5769,96.088,Very Good,UAM,1.0
