Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Chávez-Cortés, Marta Magdalena",55385989300,BIBLIOMETRIC STUDY OF SCIENTIFIC PRODUCTION ABOUT TERRITORIAL RESILIENCE,"Cortés, M.M.C.| Cervantes, G.S.B.",2.0,55385989300| 57205725354,2024.0,2024-01-01,Estudios Geograficos,85,296,-,e160,ISSN-00141496,28124.0,Journal,CSIC Consejo Superior de Investigaciones Cientificas,Spanish,0.38,73,1.1,70,0.177,79,0.98,17.0,0.0,0.0,5.78,70.0,70.0,0.0,0.0,"Cortés, M.M.C., Cervantes, G.S.B. (2024).BIBLIOMETRIC STUDY OF SCIENTIFIC PRODUCTION ABOUT TERRITORIAL RESILIENCE. Estudios Geograficos,85(296) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85205991614&origin=resultslist,10.3989/estgeogr.2024166.166,Article,Gold|Green,2-s2.0-85205991614,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,55385989300,57205725354,-,-,Mexico,1.0,1904| 3305,"Earth-Surface Processes| Geography, Planning and Development",3| 4,Social Sciences & Management| Natural Sciences,416| 451| 450| 425,Earth & Marine Sciences| Geophysics| Geology| Geography,40| 37,Social Sciences| Physical Sciences,37,Earth Sciences,3709,Physical geography and environmental geoscience,SDG 1,Resilience Strategies for Climate Change and Disasters,438,92.871,Urban Resilience and Adaptive Management Frameworks,1353,99.68,Definitive,UAM,1.0
