Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martinez-Cortes, Victor M.",57222576893,Bi-personal stochastic transient markov games with stopping times and total reward criterion,"Martinez-Cortes, V.M.",1.0,57222576893,2021.0,2021-01-01,Kybernetika,57,1,1-14,-,ISSN-00235954,24449.0,Journal,Institute of Information Theory and Automation of The Czech Academy of Sciences,English,0.46,67,1,81,0.247,69,0.31,7.0,7.0,0.4,14.98,44.0,54.0,0.0,0.0,"Martinez-Cortes, V.M. (2021).Bi-personal stochastic transient markov games with stopping times and total reward criterion. Kybernetika,57(1) 1-14",https://www.scopus.com/record/display.url?eid=2-s2.0-85103301155&origin=resultslist,10.14736/kyb-2021-1-0001,Article,Bronze|Green,2-s2.0-85103301155,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57222576893,57222576893,Portugal,1.0,1702| 1710| 1712| 2207| 2208| 2614,Artificial Intelligence| Information Systems| Software| Control and Systems Engineering| Electrical and Electronic Engineering| Theoretical Computer Science,2,Engineering & Technology,221| 212| 249| 213,Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum| Data Science,37| 38| 36,Physical Sciences| Computer Science| Engineering,49,Mathematical Sciences,4905,Statistics,-,Reinforcement Learning Applications in Autonomous Systems,679,91.432,Optimal Control in Markov Decision Processes,8392,78.531,Very Good,Personal,1.0
