Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Salazar, Hector Jimenez",58836333800,Elements for Automatic Identification of Fallacies in Mexican Election Campaign Political Speeches,"Nieto-Benitez, K.| Castro-Sanchez, N.A.| Salazar, H.J.| Bel-Enguix, G.| Vargas, D.M.| Serna, J.G.G.| Franco, N.G.",7.0,58135324600| 36245224800| 58836333800| 56635745900| 57221000028| 57219268651| 57147152700,2023.0,2023-12-01,Programming and Computer Software,49,8,762-774,-,ISSN-03617688,19869.0,Journal,Pleiades Publishing,English,0.73,45,1.6,84,0.296,75,0.56,13.0,2.0,0.13,15.35,56.0,72.0,0.0,0.0,"Nieto-Benitez, K., Castro-Sanchez, N.A., Salazar, H.J. and 4 more (...) (2023).Elements for Automatic Identification of Fallacies in Mexican Election Campaign Political Speeches. Programming and Computer Software,49(8) 762-774",https://www.scopus.com/record/display.url?eid=2-s2.0-85182955076&origin=resultslist,10.1134/S0361768823080170,Article,,2-s2.0-85182955076,-,"Tecnológico Nacional de México, Mexico City| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México",719128| 505017| 505023,Academic,3.0,60134870| 60014923| 60032442,Tecnológico Nacional de México| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58135324600,57147152700,58135324600| 36245224800| 58836333800| 56635745900| 57221000028| 57219268651| 57147152700,-,Mexico,1.0,1712,Software,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4612,Software engineering,-,Machine Learning Techniques in Sentiment Analysis,5,99.738,Argumentation Models in Computational Linguistics,20299,90.74,Definitive,Nacional,3.0
