Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Illades, Carlos",57194891147,Los nuevos sujetos rebeldes,"Illades, C.",1.0,57194891147,2022.0,2022-07-31,Trashumante,-,20,305-309,-,ISSN-23229381,21100792502.0,Journal,Universidad de Antioquia,Spanish,0.35,75,0.2,62,0.103,80,0.22,3.0,0.0,0.0,2.54,81.0,80.0,0.0,0.0,"Illades, C. (2022).Los nuevos sujetos rebeldes. Trashumante,(20) 305-309",https://www.scopus.com/record/display.url?eid=2-s2.0-85142039517&origin=resultslist,10.17533/udea.trahs.n20a18,Article,Gold,2-s2.0-85142039517,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57194891147,57194891147,Mexico,1.0,1202| 3300,History| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,126,History,33| 40,Arts and Humanities| Social Sciences,38| 44| 50,Economics| Human Society| Philosophy And Religious Studies,5002| 4401| 3801,History and philosophy of specific fields| Anthropology| Applied economics,-,"Intersections of Literature, Philosophy, and Visual Arts",1248,4.12,Subjectivity and Power in Biopolitical Philosophy,13806,58.974,Defensible,Personal,1.0
