Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Melchor-Lagar, Verenice",57212136925,Photocatalytic removal of 4-chlorophenol present in water using ZrO2/LDH under UV light source,"Melchor-Lagar, V.| Ramos-Ramírez, E.| Morales-Pérez, A.-A.| Rangel-Vázquez, I.| Del Angel, G.",5.0,57212136925| 55989786900| 56966554600| 57914707400| 7003507230,2020.0,2020-02-15,Journal of Photochemistry and Photobiology A: Chemistry,389,-,-,112251,ISSN-10106030,26966.0,Journal,Elsevier B.V.,English,0.87,40,6.5,12,0.714,25,2.97,96.0,31.0,1.54,15.56,15.0,17.0,0.0,0.0,"Melchor-Lagar, V., Ramos-Ramírez, E., Morales-Pérez, A.-A. and 2 more (...) (2020).Photocatalytic removal of 4-chlorophenol present in water using ZrO2/LDH under UV light source. Journal of Photochemistry and Photobiology A: Chemistry,389",https://www.scopus.com/record/display.url?eid=2-s2.0-85076012905&origin=resultslist,10.1016/j.jphotochem.2019.112251,Article,,2-s2.0-85076012905,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60028381| 60033291,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Guanajuato,57212136925,7003507230,55989786900,-,Mexico,1.0,1500| 1600| 3100,General Chemical Engineering| General Chemistry| General Physics and Astronomy,2| 4,Engineering & Technology| Natural Sciences,409| 439| 219,Chemistry| Physics & Astronomy| Engineering - Chemical,37| 36,Physical Sciences| Engineering,40| 34| 31,Engineering| Chemical Sciences| Biological Sciences,-,-,-,Photocatalytic Innovations in Carbon Dioxide Reduction,240,99.804,Photocatalytic Innovations in Layered Double Hydroxides,39180,94.103,Defensible,Nacional,2.0
