Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Berenzon, Shoshana",56634422300,Perceptions of Mexican women regarding barriers in mental Heath Services in primary care,"Galván, J.| Saavedra, N.| Bartolo, F.| Berenzon, S.",4.0,7005314300| 6602108081| 57195509542| 56634422300,2017.0,2017-08-31,BMC Women's Health,17,1,-,70,ISSN-14726874,19499.0,Journal,BioMed Central Ltd.,English,1.5,12,3.4,30,0.931,24,0.39,11.0,5.0,0.13,7.57,54.0,67.0,0.0,0.0,"Galván, J., Saavedra, N., Bartolo, F. and 1 more (...) (2017).Perceptions of Mexican women regarding barriers in mental Heath Services in primary care. BMC Women's Health,17(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85028557907&origin=resultslist,10.1186/s12905-017-0423-x,Article,Gold|Green,2-s2.0-85028557907,28859654,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 119151356,Universidad Autónoma Metropolitana Unidad Xochimilco| Mental health at the federal district public health services,7005314300,56634422300,56634422300,-,Mexico,1.0,2729| 2743,Obstetrics and Gynecology| Reproductive Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,4206| 4204| 3215,Public health| Midwifery| Reproductive medicine,SDG 3,Integrating Mental Health Services in Primary Care,852,45.782,Mental Health Disorders and Interventions in Women,56625,32.658,Defensible,UAM,1.0
